Chemical Shift (ppm),Intensity,Integral
6.959,0.04,3.06
6.96,0.06,3.06
6.961,0.09,3.06
6.962,0.1,3.06
6.963,0.09,3.06
6.964,0.07,3.06
6.965,0.05,3.06
6.966,0.03,3.06
6.967,0.02,3.06
6.968,0.02,3.06
6.969,0.02,3.06
6.97,0.02,3.06
6.971,0.02,3.06
6.972,0.02,3.06
6.973,0.02,3.06
6.974,0.04,3.05
6.975,0.05,3.05
6.976,0.06,3.05
6.977,0.08,3.05
6.978,0.1,3.05
6.979,0.1,3.05
6.98,0.09,3.05
6.981,0.06,3.05
6.982,0.04,3.05
6.983,0.03,3.05
6.984,0.03,3.05
6.985,0.02,3.05
6.986,0.02,3.05
6.987,0.02,3.05
6.988,0.03,3.05
6.989,0.03,3.05
6.99,0.02,3.05
6.991,0.02,3.05
6.992,0.02,3.05
6.993,0.02,3.05
6.994,0.02,3.05
6.995,0.02,3.05
7.006,0.02,3.05
7.007,0.02,3.05
7.008,0.02,3.05
7.009,0.02,3.05
7.01,0.02,3.05
7.011,0.02,3.05
7.012,0.02,3.05
7.037,0.02,3.05
7.05,0.02,3.05
7.051,0.02,3.05
7.052,0.02,3.05
7.053,0.02,3.05
7.054,0.02,3.05
7.055,0.02,3.05
7.056,0.02,3.05
7.057,0.02,3.05
7.058,0.02,3.05
7.063,0.02,3.05
7.064,0.02,3.05
7.117,0.02,3.05
7.118,0.02,3.05
7.119,0.02,3.05
7.12,0.02,3.05
7.121,0.02,3.05
7.122,0.02,3.05
7.123,0.02,3.05
7.124,0.02,3.05
7.125,0.02,3.05
7.126,0.02,3.05
7.127,0.02,3.05
7.132,0.02,3.05
7.133,0.02,3.05
7.134,0.03,3.05
7.135,0.03,3.05
7.136,0.04,3.05
7.137,0.05,3.05
7.138,0.07,3.05
7.139,0.1,3.05
7.14,0.12,3.04
7.141,0.12,3.04
7.142,0.12,3.04
7.143,0.12,3.04
7.144,0.12,3.04
7.145,0.1,3.04
7.146,0.07,3.04
7.147,0.05,3.04
7.148,0.04,3.04
7.149,0.03,3.04
7.15,0.03,3.04
7.151,0.03,3.04
7.152,0.02,3.04
7.153,0.02,3.04
7.154,0.02,3.04
7.155,0.02,3.04
7.157,0.02,3.04
7.158,0.02,3.04
7.159,0.02,3.04
7.16,0.02,3.04
7.161,0.02,3.04
7.162,0.02,3.04
7.163,0.02,3.04
7.164,0.02,3.04
7.165,0.02,3.04
7.166,0.02,3.04
7.167,0.02,3.04
7.168,0.02,3.04
7.169,0.02,3.04
7.17,0.02,3.04
7.171,0.02,3.04
7.172,0.02,3.04
7.173,0.02,3.04
7.174,0.02,3.04
7.176,0.02,3.04
7.177,0.02,3.04
7.178,0.02,3.04
7.179,0.02,3.04
7.18,0.02,3.04
7.181,0.02,3.04
7.182,0.02,3.04
7.183,0.02,3.04
7.184,0.02,3.04
7.185,0.02,3.04
7.186,0.02,3.04
7.187,0.02,3.04
7.188,0.02,3.04
7.189,0.02,3.04
7.19,0.02,3.04
7.191,0.02,3.04
7.192,0.02,3.04
7.193,0.02,3.04
7.194,0.02,3.04
7.195,0.02,3.04
7.196,0.03,3.04
7.197,0.03,3.04
7.198,0.03,3.04
7.199,0.02,3.04
7.2,0.02,3.04
7.201,0.03,3.04
7.202,0.02,3.04
7.203,0.02,3.03
7.204,0.02,3.03
7.205,0.02,3.03
7.206,0.03,3.03
7.207,0.03,3.03
7.208,0.03,3.03
7.209,0.03,3.03
7.21,0.03,3.03
7.211,0.04,3.03
7.212,0.03,3.03
7.213,0.04,3.03
7.214,0.04,3.03
7.215,0.05,3.03
7.216,0.04,3.03
7.217,0.04,3.03
7.218,0.04,3.03
7.219,0.04,3.03
7.22,0.05,3.03
7.221,0.05,3.03
7.222,0.04,3.03
7.223,0.04,3.03
7.224,0.04,3.03
7.225,0.04,3.03
7.226,0.04,3.03
7.227,0.05,3.03
7.228,0.05,3.03
7.229,0.05,3.03
7.23,0.05,3.03
7.231,0.05,3.03
7.232,0.05,3.03
7.233,0.06,3.03
7.234,0.06,3.03
7.235,0.06,3.03
7.236,0.07,3.03
7.237,0.07,3.03
7.238,0.07,3.03
7.239,0.08,3.03
7.24,0.08,3.03
7.241,0.08,3.03
7.242,0.09,3.03
7.243,0.1,3.02
7.244,0.11,3.02
7.245,0.12,3.02
7.246,0.14,3.02
7.247,0.15,3.02
7.248,0.15,3.02
7.249,0.15,3.02
7.25,0.16,3.02
7.251,0.16,3.02
7.252,0.16,3.02
7.253,0.15,3.02
7.254,0.15,3.02
7.255,0.14,3.02
7.256,0.15,3.01
7.257,0.15,3.01
7.258,0.16,3.01
7.259,0.17,3.01
7.26,0.18,3.01
7.261,0.2,3.01
7.262,0.21,3.01
7.263,0.23,3.01
7.264,0.24,3.01
7.265,0.24,3.01
7.266,0.25,3.0
7.267,0.27,3.0
7.268,0.27,3.0
7.269,0.26,3.0
7.27,0.26,3.0
7.271,0.26,3.0
7.272,0.27,3.0
7.273,0.28,2.99
7.274,0.29,2.99
7.275,0.3,2.99
7.276,0.32,2.99
7.277,0.34,2.99
7.278,0.36,2.99
7.279,0.38,2.98
7.28,0.4,2.98
7.281,0.42,2.98
7.282,0.46,2.98
7.283,0.5,2.98
7.284,0.53,2.97
7.285,0.58,2.97
7.286,0.64,2.97
7.287,0.71,2.96
7.288,0.78,2.96
7.289,0.89,2.95
7.29,1.0,2.95
7.291,1.16,2.94
7.292,1.4,2.93
7.293,1.68,2.93
7.294,2.05,2.92
7.295,2.65,2.9
7.296,3.51,2.88
7.297,5.01,2.86
7.298,7.77,2.82
7.299,11.26,2.76
7.3,14.67,2.68
7.301,16.27,2.6
7.302,15.93,2.51
7.303,16.07,2.43
7.304,16.91,2.34
7.305,16.02,2.26
7.306,12.59,2.19
7.307,8.36,2.15
7.308,5.65,2.12
7.309,4.0,2.1
7.31,2.87,2.09
7.311,2.21,2.07
7.312,1.73,2.07
7.313,1.32,2.06
7.314,1.02,2.05
7.315,0.81,2.05
7.316,0.67,2.05
7.317,0.54,2.04
7.318,0.46,2.04
7.319,0.39,2.04
7.32,0.34,2.04
7.321,0.3,2.03
7.322,0.28,2.03
7.323,0.25,2.03
7.324,0.23,2.03
7.325,0.22,2.03
7.326,0.2,2.03
7.327,0.18,2.03
7.328,0.17,2.03
7.329,0.17,2.03
7.33,0.16,2.02
7.331,0.15,2.02
7.332,0.14,2.02
7.333,0.14,2.02
7.334,0.13,2.02
7.335,0.13,2.02
7.336,0.13,2.02
7.337,0.13,2.02
7.338,0.12,2.02
7.339,0.12,2.02
7.34,0.12,2.02
7.341,0.11,2.02
7.342,0.11,2.02
7.343,0.11,2.02
7.344,0.11,2.02
7.345,0.11,2.02
7.346,0.11,2.01
7.347,0.11,2.01
7.348,0.1,2.01
7.349,0.1,2.01
7.35,0.1,2.01
7.351,0.1,2.01
7.352,0.1,2.01
7.353,0.11,2.01
7.354,0.11,2.01
7.355,0.11,2.01
7.356,0.11,2.01
7.357,0.11,2.01
7.358,0.12,2.01
7.359,0.12,2.01
7.36,0.12,2.01
7.361,0.12,2.01
7.362,0.11,2.01
7.363,0.12,2.0
7.364,0.12,2.0
7.365,0.12,2.0
7.366,0.13,2.0
7.367,0.14,2.0
7.368,0.14,2.0
7.369,0.14,2.0
7.37,0.14,2.0
7.371,0.15,2.0
7.372,0.16,2.0
7.373,0.16,2.0
7.374,0.16,2.0
7.375,0.17,2.0
7.376,0.17,2.0
7.377,0.18,1.99
7.378,0.18,1.99
7.379,0.19,1.99
7.38,0.2,1.99
7.381,0.21,1.99
7.382,0.22,1.99
7.383,0.23,1.99
7.384,0.24,1.99
7.385,0.25,1.99
7.386,0.26,1.98
7.387,0.27,1.98
7.388,0.29,1.98
7.389,0.31,1.98
7.39,0.32,1.98
7.391,0.34,1.98
7.392,0.36,1.97
7.393,0.39,1.97
7.394,0.43,1.97
7.395,0.46,1.97
7.396,0.5,1.96
7.397,0.55,1.96
7.398,0.62,1.96
7.399,0.69,1.96
7.4,0.79,1.95
7.401,0.9,1.95
7.402,1.04,1.94
7.403,1.25,1.93
7.404,1.57,1.93
7.405,2.02,1.92
7.406,2.82,1.9
7.407,4.39,1.88
7.408,6.51,1.84
7.409,8.66,1.8
7.41,9.36,1.75
7.411,8.64,1.71
7.412,8.55,1.66
7.413,9.15,1.61
7.414,8.69,1.57
7.415,6.67,1.53
7.416,4.53,1.51
7.417,3.33,1.49
7.418,2.7,1.48
7.419,2.35,1.47
7.42,2.25,1.45
7.421,2.35,1.44
7.422,2.77,1.43
7.423,3.64,1.41
7.424,5.18,1.38
7.425,7.44,1.34
7.426,8.9,1.3
7.427,8.62,1.25
7.428,7.96,1.21
7.429,8.25,1.17
7.43,8.52,1.12
7.431,7.06,1.09
7.432,4.7,1.06
7.433,3.13,1.05
7.434,2.21,1.03
7.435,1.6,1.03
7.436,1.24,1.02
7.437,0.99,1.01
7.438,0.79,1.01
7.439,0.65,1.01
7.44,0.53,1.0
7.441,0.43,1.0
7.442,0.36,1.0
7.443,0.3,1.0
7.444,0.26,1.0
7.445,0.23,1.0
7.446,0.21,1.0
7.447,0.19,0.99
7.448,0.17,0.99
7.449,0.16,0.99
7.45,0.15,0.99
7.451,0.15,0.99
7.452,0.15,0.99
7.453,0.15,0.99
7.454,0.15,0.99
7.455,0.16,0.99
7.456,0.19,0.99
7.457,0.2,0.99
7.458,0.2,0.98
7.459,0.2,0.98
7.46,0.19,0.98
7.461,0.18,0.98
7.462,0.17,0.98
7.463,0.15,0.98
7.464,0.12,0.98
7.465,0.1,0.98
7.466,0.09,0.98
7.467,0.08,0.98
7.468,0.08,0.98
7.469,0.08,0.98
7.47,0.07,0.98
7.471,0.06,0.98
7.472,0.06,0.98
7.473,0.06,0.98
7.474,0.06,0.98
7.475,0.05,0.98
7.476,0.05,0.98
7.477,0.05,0.97
7.478,0.05,0.97
7.479,0.05,0.97
7.48,0.04,0.97
7.481,0.04,0.97
7.482,0.04,0.97
7.483,0.04,0.97
7.484,0.04,0.97
7.485,0.04,0.97
7.486,0.04,0.97
7.487,0.04,0.97
7.488,0.04,0.97
7.489,0.04,0.97
7.49,0.04,0.97
7.491,0.04,0.97
7.492,0.04,0.97
7.493,0.04,0.97
7.494,0.04,0.97
7.495,0.04,0.97
7.496,0.04,0.97
7.497,0.04,0.97
7.498,0.03,0.97
7.499,0.03,0.97
7.5,0.03,0.97
7.501,0.03,0.97
7.502,0.03,0.97
7.503,0.03,0.97
7.504,0.03,0.97
7.505,0.03,0.97
7.506,0.03,0.97
7.507,0.03,0.97
7.508,0.03,0.97
7.509,0.03,0.97
7.51,0.03,0.97
7.511,0.03,0.97
7.512,0.03,0.97
7.513,0.03,0.97
7.514,0.03,0.97
7.515,0.04,0.97
7.516,0.04,0.97
7.517,0.03,0.97
7.518,0.03,0.97
7.519,0.03,0.97
7.52,0.03,0.97
7.521,0.03,0.97
7.522,0.02,0.97
7.523,0.02,0.97
7.524,0.02,0.97
7.525,0.02,0.97
7.526,0.02,0.97
7.527,0.02,0.97
7.528,0.02,0.97
7.529,0.02,0.97
7.53,0.03,0.97
7.531,0.03,0.97
7.532,0.02,0.97
7.533,0.02,0.97
7.534,0.02,0.97
7.535,0.02,0.97
7.536,0.02,0.97
7.537,0.03,0.96
7.538,0.02,0.96
7.539,0.02,0.96
7.54,0.03,0.96
7.541,0.03,0.96
7.542,0.03,0.96
7.543,0.02,0.96
7.55,0.02,0.96
7.551,0.02,0.96
7.552,0.02,0.96
7.553,0.02,0.96
7.554,0.02,0.96
7.555,0.02,0.96
7.556,0.02,0.96
7.557,0.02,0.96
7.558,0.02,0.96
7.559,0.02,0.96
7.56,0.02,0.96
7.561,0.02,0.96
7.562,0.02,0.96
7.563,0.02,0.96
7.564,0.03,0.96
7.565,0.04,0.96
7.566,0.06,0.96
7.567,0.07,0.96
7.568,0.08,0.96
7.569,0.08,0.96
7.57,0.08,0.96
7.571,0.08,0.96
7.572,0.09,0.96
7.573,0.08,0.96
7.574,0.06,0.96
7.575,0.05,0.96
7.576,0.04,0.96
7.577,0.03,0.96
7.578,0.03,0.96
7.579,0.03,0.96
7.58,0.03,0.96
7.581,0.03,0.96
7.582,0.04,0.96
7.583,0.05,0.96
7.584,0.07,0.96
7.585,0.07,0.96
7.586,0.08,0.96
7.587,0.08,0.96
7.588,0.08,0.96
7.589,0.07,0.95
7.59,0.05,0.95
7.591,0.03,0.95
7.592,0.03,0.95
7.593,0.02,0.95
7.615,0.02,0.95
7.616,0.02,0.95
7.617,0.02,0.95
7.618,0.02,0.95
7.619,0.02,0.95
7.62,0.02,0.95
7.621,0.02,0.95
7.622,0.02,0.95
7.626,0.02,0.95
7.627,0.02,0.95
7.635,0.02,0.95
7.673,0.02,0.95
7.674,0.02,0.95
7.723,0.02,0.95
7.724,0.02,0.95
7.725,0.02,0.95
7.831,0.02,0.95
7.832,0.02,0.95
7.884,0.02,0.95
7.931,0.02,0.95
7.932,0.02,0.95
7.933,0.02,0.95
7.934,0.02,0.95
7.935,0.02,0.95
7.969,0.02,0.95
7.97,0.02,0.95
7.971,0.02,0.95
7.972,0.02,0.95
7.982,0.02,0.95
7.983,0.02,0.95
7.984,0.02,0.95
7.985,0.02,0.95
7.986,0.02,0.95
7.987,0.02,0.95
8.0,0.02,0.95
8.029,0.02,0.95
8.03,0.02,0.95
8.031,0.02,0.95
8.035,0.02,0.95
8.036,0.02,0.95
8.037,0.02,0.95
8.048,0.02,0.95
8.049,0.02,0.95
8.05,0.02,0.95
8.068,0.02,0.95
8.069,0.02,0.95
8.07,0.02,0.95
8.071,0.02,0.95
8.072,0.02,0.95
8.073,0.02,0.95
8.074,0.02,0.95
8.075,0.02,0.95
8.165,0.02,0.95
8.166,0.02,0.95
8.177,0.02,0.95
8.178,0.02,0.95
8.179,0.02,0.95
8.483,0.02,0.95
8.498,0.02,0.95
8.499,0.02,0.95
8.5,0.02,0.95
8.501,0.02,0.95
8.502,0.02,0.95
8.503,0.02,0.95
8.504,0.02,0.95
8.505,0.02,0.95
8.506,0.02,0.95
8.524,0.02,0.95
8.525,0.02,0.95
8.526,0.02,0.95
8.527,0.02,0.95
8.528,0.02,0.95
8.529,0.02,0.95
8.53,0.02,0.95
8.531,0.02,0.95
8.535,0.02,0.95
8.536,0.02,0.95
8.537,0.02,0.95
8.538,0.02,0.95
8.54,0.02,0.95
8.553,0.02,0.95
8.58,0.02,0.95
8.592,0.02,0.95
8.593,0.02,0.95
8.594,0.02,0.95
8.61,0.02,0.95
8.611,0.02,0.95
8.612,0.02,0.94
8.613,0.02,0.94
8.614,0.02,0.94
8.615,0.02,0.94
8.616,0.02,0.94
8.62,0.02,0.94
8.621,0.02,0.94
8.622,0.02,0.94
8.623,0.02,0.94
8.627,0.02,0.94
8.628,0.02,0.94
8.629,0.02,0.94
8.63,0.02,0.94
8.631,0.02,0.94
8.632,0.02,0.94
8.633,0.02,0.94
8.635,0.02,0.94
8.636,0.02,0.94
8.679,0.02,0.94
8.68,0.02,0.94
8.681,0.02,0.94
8.682,0.02,0.94
8.683,0.02,0.94
8.684,0.02,0.94
8.685,0.03,0.94
8.686,0.02,0.94
8.687,0.03,0.94
8.688,0.02,0.94
8.741,0.02,0.94
8.743,0.02,0.94
8.904,0.02,0.94
8.905,0.02,0.94
8.962,0.02,0.94
8.963,0.02,0.94
9.139,0.02,0.94
9.14,0.02,0.94
9.141,0.02,0.94
9.28,0.02,0.94
9.281,0.02,0.94
9.282,0.03,0.94
9.283,0.04,0.94
9.284,0.05,0.94
9.285,0.06,0.94
9.286,0.08,0.94
9.287,0.12,0.94
9.288,0.16,0.94
9.289,0.18,0.94
9.29,0.16,0.94
9.291,0.12,0.94
9.292,0.09,0.94
9.293,0.06,0.93
9.294,0.04,0.93
9.295,0.03,0.93
9.296,0.03,0.93
9.297,0.02,0.93
9.298,0.02,0.93
9.305,0.02,0.93
9.306,0.02,0.93
9.307,0.02,0.93
9.308,0.02,0.93
9.315,0.02,0.93
9.316,0.02,0.93
9.317,0.02,0.93
9.325,0.02,0.93
9.344,0.02,0.93
9.345,0.02,0.93
9.346,0.02,0.93
9.353,0.02,0.93
9.354,0.02,0.93
9.355,0.02,0.93
9.356,0.02,0.93
9.357,0.02,0.93
9.358,0.02,0.93
9.359,0.02,0.93
9.36,0.02,0.93
9.361,0.02,0.93
9.362,0.02,0.93
9.367,0.02,0.93
9.368,0.02,0.93
9.369,0.02,0.93
9.37,0.02,0.93
9.371,0.02,0.93
9.372,0.02,0.93
9.373,0.02,0.93
9.374,0.02,0.93
9.375,0.02,0.93
9.376,0.02,0.93
9.377,0.02,0.93
9.378,0.02,0.93
9.379,0.03,0.93
9.38,0.03,0.93
9.381,0.03,0.93
9.382,0.03,0.93
9.383,0.03,0.93
9.384,0.03,0.93
9.385,0.03,0.93
9.386,0.03,0.93
9.387,0.04,0.93
9.388,0.04,0.93
9.389,0.03,0.93
9.39,0.03,0.93
9.391,0.04,0.93
9.392,0.04,0.93
9.393,0.04,0.93
9.394,0.04,0.93
9.395,0.04,0.93
9.396,0.04,0.93
9.397,0.04,0.93
9.398,0.05,0.93
9.399,0.05,0.93
9.4,0.05,0.93
9.401,0.05,0.93
9.402,0.05,0.93
9.403,0.06,0.93
9.404,0.06,0.93
9.405,0.06,0.93
9.406,0.06,0.92
9.407,0.07,0.92
9.408,0.08,0.92
9.409,0.08,0.92
9.41,0.08,0.92
9.411,0.08,0.92
9.412,0.08,0.92
9.413,0.09,0.92
9.414,0.1,0.92
9.415,0.09,0.92
9.416,0.09,0.92
9.417,0.09,0.92
9.418,0.1,0.92
9.419,0.11,0.92
9.42,0.11,0.92
9.421,0.12,0.92
9.422,0.13,0.92
9.423,0.13,0.92
9.424,0.14,0.92
9.425,0.15,0.91
9.426,0.15,0.91
9.427,0.15,0.91
9.428,0.16,0.91
9.429,0.17,0.91
9.43,0.18,0.91
9.431,0.18,0.91
9.432,0.19,0.91
9.433,0.2,0.91
9.434,0.2,0.91
9.435,0.21,0.91
9.436,0.23,0.9
9.437,0.24,0.9
9.438,0.26,0.9
9.439,0.29,0.9
9.44,0.31,0.9
9.441,0.35,0.9
9.442,0.4,0.89
9.443,0.47,0.89
9.444,0.49,0.89
9.445,0.48,0.89
9.446,0.47,0.88
9.447,0.47,0.88
9.448,0.49,0.88
9.449,0.53,0.88
9.45,0.58,0.87
9.451,0.63,0.87
9.452,0.7,0.87
9.453,0.77,0.86
9.454,0.87,0.86
9.455,0.99,0.85
9.456,1.13,0.85
9.457,1.32,0.84
9.458,1.6,0.83
9.459,1.98,0.82
9.46,2.58,0.81
9.461,3.71,0.79
9.462,5.57,0.76
9.463,9.02,0.71
9.464,15.55,0.63
9.465,22.53,0.52
9.466,24.82,0.39
9.467,19.9,0.28
9.468,13.39,0.21
9.469,8.58,0.17
9.47,5.4,0.14
9.471,3.74,0.12
9.472,2.73,0.11
9.473,2.0,0.1
9.474,1.52,0.09
9.475,1.2,0.08
9.476,0.96,0.08
9.477,0.76,0.07
9.478,0.63,0.07
9.479,0.53,0.07
9.48,0.45,0.06
9.481,0.4,0.06
9.482,0.36,0.06
9.483,0.33,0.06
9.484,0.33,0.06
9.485,0.33,0.06
9.486,0.34,0.05
9.487,0.33,0.05
9.488,0.28,0.05
9.489,0.23,0.05
9.49,0.2,0.05
9.491,0.17,0.05
9.492,0.15,0.05
9.493,0.14,0.05
9.494,0.13,0.05
9.495,0.12,0.04
9.496,0.12,0.04
9.497,0.11,0.04
9.498,0.1,0.04
9.499,0.1,0.04
9.5,0.09,0.04
9.501,0.08,0.04
9.502,0.08,0.04
9.503,0.08,0.04
9.504,0.08,0.04
9.505,0.08,0.04
9.506,0.07,0.04
9.507,0.06,0.04
9.508,0.06,0.04
9.509,0.06,0.04
9.51,0.06,0.04
9.511,0.06,0.04
9.512,0.05,0.04
9.513,0.05,0.04
9.514,0.05,0.04
9.515,0.06,0.04
9.516,0.05,0.04
9.517,0.05,0.04
9.518,0.06,0.04
9.519,0.05,0.04
9.52,0.05,0.04
9.521,0.04,0.04
9.522,0.04,0.04
9.523,0.04,0.03
9.524,0.05,0.03
9.525,0.05,0.03
9.526,0.06,0.03
9.527,0.05,0.03
9.528,0.05,0.03
9.529,0.05,0.03
9.53,0.05,0.03
9.531,0.05,0.03
9.532,0.04,0.03
9.533,0.04,0.03
9.534,0.04,0.03
9.535,0.04,0.03
9.536,0.04,0.03
9.537,0.03,0.03
9.538,0.04,0.03
9.539,0.04,0.03
9.54,0.04,0.03
9.541,0.04,0.03
9.542,0.04,0.03
9.543,0.04,0.03
9.544,0.04,0.03
9.545,0.04,0.03
9.546,0.03,0.03
9.547,0.03,0.03
9.548,0.03,0.03
9.549,0.03,0.03
9.55,0.03,0.03
9.551,0.03,0.03
9.552,0.03,0.03
9.553,0.03,0.03
9.554,0.02,0.03
9.555,0.02,0.03
9.556,0.02,0.03
9.557,0.02,0.03
9.558,0.03,0.03
9.559,0.03,0.03
9.56,0.03,0.03
9.561,0.02,0.03
9.562,0.02,0.03
9.563,0.02,0.03
9.564,0.02,0.03
9.565,0.02,0.03
9.566,0.03,0.03
9.567,0.02,0.03
9.568,0.02,0.03
9.569,0.02,0.03
9.57,0.03,0.03
9.571,0.03,0.03
9.572,0.03,0.03
9.573,0.03,0.03
9.574,0.03,0.03
9.575,0.03,0.03
9.576,0.03,0.03
9.577,0.02,0.03
9.578,0.02,0.03
9.579,0.02,0.03
9.58,0.02,0.03
9.581,0.02,0.03
9.582,0.02,0.03
9.583,0.02,0.02
9.584,0.02,0.02
9.585,0.02,0.02
9.586,0.02,0.02
9.587,0.02,0.02
9.588,0.02,0.02
9.589,0.02,0.02
9.596,0.02,0.02
9.597,0.02,0.02
9.602,0.02,0.02
9.603,0.02,0.02
9.604,0.02,0.02
9.605,0.02,0.02
9.606,0.03,0.02
9.607,0.03,0.02
9.608,0.02,0.02
9.609,0.02,0.02
9.61,0.02,0.02
9.611,0.02,0.02
9.612,0.02,0.02
9.613,0.02,0.02
9.614,0.02,0.02
9.615,0.02,0.02
9.616,0.02,0.02
9.617,0.02,0.02
9.618,0.02,0.02
9.619,0.02,0.02
9.62,0.02,0.02
9.621,0.02,0.02
9.622,0.02,0.02
9.623,0.02,0.02
9.624,0.02,0.02
9.625,0.02,0.02
9.626,0.02,0.02
9.627,0.02,0.02
9.628,0.02,0.02
9.629,0.02,0.02
9.63,0.03,0.02
9.631,0.04,0.02
9.632,0.05,0.02
9.633,0.06,0.02
9.634,0.09,0.02
9.635,0.14,0.02
9.636,0.19,0.02
9.637,0.2,0.02
9.638,0.17,0.02
9.639,0.13,0.02
9.64,0.09,0.01
9.641,0.07,0.01
9.642,0.05,0.01
9.643,0.04,0.01
9.644,0.03,0.01
9.645,0.03,0.01
9.646,0.02,0.01
9.652,0.02,0.01
9.655,0.02,0.01
9.656,0.02,0.01
9.657,0.02,0.01
9.663,0.02,0.01
9.664,0.02,0.01
9.668,0.02,0.01
9.669,0.02,0.01
9.67,0.02,0.01
9.692,0.02,0.01
9.704,0.02,0.01
9.705,0.02,0.01
9.707,0.02,0.01
9.735,0.02,0.01
9.748,0.02,0.01
9.749,0.02,0.01
9.755,0.02,0.01
9.756,0.02,0.01
9.784,0.02,0.01
9.785,0.02,0.01
9.786,0.02,0.01
9.787,0.02,0.01
9.788,0.02,0.01
9.789,0.02,0.01
9.795,0.02,0.01
9.796,0.02,0.01
9.826,0.02,0.01
9.827,0.02,0.01
9.837,0.02,0.01
9.838,0.02,0.01
9.839,0.02,0.01
9.84,0.02,0.01
9.841,0.02,0.01
9.842,0.02,0.01
9.843,0.02,0.01
9.859,0.02,0.01
9.86,0.02,0.01
9.861,0.02,0.01
9.868,0.02,0.01
9.869,0.02,0.01
9.876,0.02,0.01
9.877,0.02,0.01
9.878,0.02,0.01
9.891,0.02,0.01
9.892,0.02,0.01
9.893,0.02,0.01
9.894,0.02,0.01
9.919,0.02,0.01
9.92,0.02,0.01
9.921,0.02,0.01
9.922,0.02,0.01
9.923,0.02,0.01
9.944,0.02,0.01
10.147,0.02,0.01
10.148,0.02,0.01
10.182,0.02,0.01
10.213,0.02,0.01
10.214,0.02,0.01
10.229,0.02,0.01
10.23,0.02,0.01
10.231,0.03,0.01
10.232,0.03,0.01
10.233,0.03,0.01
10.234,0.03,0.01
10.235,0.02,0.01
10.236,0.02,0.01
10.325,0.02,0.01
10.476,0.02,0.01
10.477,0.02,0.01
10.478,0.02,0.01
10.493,0.02,0.01
10.494,0.02,0.01
10.495,0.02,0.01
10.554,0.02,0.01
10.555,0.02,0.01
10.569,0.02,0.01
10.57,0.02,0.01
10.571,0.02,0.01
10.62,0.02,0.01
10.643,0.02,0.01
10.644,0.02,0.0
10.647,0.02,0.0
10.648,0.02,0.0
10.649,0.02,0.0
10.65,0.02,0.0
10.651,0.02,0.0
10.652,0.02,0.0
10.653,0.02,0.0
10.654,0.02,0.0
10.683,0.02,0.0
10.694,0.02,0.0
10.695,0.02,0.0
10.708,0.02,0.0
10.709,0.02,0.0
10.71,0.02,0.0
10.711,0.02,0.0
10.712,0.02,0.0
10.713,0.02,0.0
10.714,0.02,0.0
10.753,0.02,0.0
10.775,0.02,0.0
10.776,0.02,0.0
10.785,0.02,0.0
10.786,0.02,0.0
10.817,0.02,0.0
10.918,0.02,0.0
10.973,0.02,0.0
10.974,0.02,0.0
10.996,0.02,0.0
11.09,0.02,0.0
11.091,0.02,0.0
11.117,0.02,0.0
11.153,0.02,0.0
11.155,0.02,0.0
11.156,0.02,0.0
11.167,0.02,0.0
11.168,0.02,0.0
11.27,0.02,0.0
11.271,0.02,0.0
11.272,0.02,0.0
11.35,0.02,0.0
11.402,0.02,0.0
11.403,0.02,0.0
11.404,0.02,0.0
11.536,0.02,0.0
11.537,0.02,0.0
11.539,0.02,0.0
11.543,0.02,0.0
11.548,0.02,0.0
11.745,-0.02,0.0
11.746,-0.02,0.0
11.747,-0.02,0.0
11.749,-0.02,0.0
11.75,-0.02,0.0
11.751,-0.02,0.0
11.752,-0.02,0.0
11.753,-0.02,0.0
11.754,-0.02,0.0
11.755,-0.02,0.0
11.756,-0.02,0.0
11.757,-0.02,0.0
11.764,-0.02,0.0
11.765,-0.02,0.0
11.768,-0.02,0.0
11.769,-0.02,0.0
11.77,-0.02,0.0
11.771,-0.02,0.0
11.773,-0.02,0.0
11.774,-0.02,0.0
11.775,-0.02,0.0
11.776,-0.02,0.0
11.777,-0.02,0.0
11.778,-0.02,0.0
11.779,-0.02,0.0
11.78,-0.02,0.0
11.781,-0.02,0.0
11.782,-0.02,0.0
11.783,-0.02,0.0
11.784,-0.02,0.0
11.785,-0.02,0.0
11.786,-0.02,0.0
11.787,-0.02,0.0
11.788,-0.02,0.0
11.789,-0.03,0.0
11.79,-0.02,0.0
11.791,-0.02,0.0
11.792,-0.02,0.0
11.793,-0.02,0.0
11.794,-0.02,0.0
11.795,-0.02,0.0
11.796,-0.03,0.0
11.797,-0.03,0.0
11.798,-0.02,0.0
11.799,-0.03,0.0
11.8,-0.03,0.01
11.801,-0.03,0.01
11.802,-0.03,0.01
11.803,-0.02,0.01
11.804,-0.02,0.01
11.805,-0.02,0.01
11.806,-0.02,0.01
11.807,-0.02,0.01
11.808,-0.02,0.01
11.809,-0.02,0.01
11.81,-0.02,0.01
11.811,-0.02,0.01
11.812,-0.02,0.01
11.813,-0.02,0.01
11.814,-0.02,0.01
11.815,-0.03,0.01
11.816,-0.03,0.01
11.817,-0.03,0.01
11.818,-0.03,0.01
11.819,-0.03,0.01
11.82,-0.03,0.01
11.821,-0.03,0.01
11.822,-0.03,0.01
11.823,-0.03,0.01
11.824,-0.03,0.01
11.825,-0.03,0.01
11.826,-0.03,0.01
11.827,-0.03,0.01
11.828,-0.03,0.01
