Chemical Shift (ppm),Intensity,Integral
-2.182,-0.04,8.0
-2.181,-0.04,8.0
-2.18,-0.04,8.0
-2.179,-0.04,8.0
-2.178,-0.04,8.0
-2.177,-0.04,8.0
-2.176,-0.04,8.0
-2.175,-0.04,8.0
-2.174,-0.04,8.0
-2.173,-0.04,8.0
-2.172,-0.04,8.0
-2.171,-0.04,8.0
-2.17,-0.03,8.0
-2.169,-0.03,8.0
-2.168,-0.03,8.0
-2.167,-0.03,8.0
-2.166,-0.03,8.0
-2.165,-0.03,8.0
-2.164,-0.03,8.0
-2.163,-0.03,8.0
-2.162,-0.03,8.0
-2.161,-0.03,8.0
-2.16,-0.03,8.0
-2.159,-0.03,8.0
-2.158,-0.03,8.0
-2.157,-0.03,8.0
-2.156,-0.03,8.0
-2.155,-0.03,8.0
-2.154,-0.03,8.01
-2.153,-0.03,8.01
-2.152,-0.03,8.01
-2.151,-0.03,8.01
-2.15,-0.03,8.01
-2.149,-0.03,8.01
-2.148,-0.03,8.01
-2.147,-0.02,8.01
-2.146,-0.02,8.01
-2.145,-0.03,8.01
-2.144,-0.02,8.01
-2.143,-0.03,8.01
-2.142,-0.02,8.01
-2.141,-0.02,8.01
-2.14,-0.03,8.01
-2.139,-0.03,8.01
-2.138,-0.02,8.01
-2.137,-0.02,8.01
-2.136,-0.03,8.01
-2.135,-0.02,8.01
-2.134,-0.02,8.01
-2.133,-0.02,8.01
-2.132,-0.02,8.01
-2.131,-0.02,8.01
-2.13,-0.02,8.01
-2.129,-0.02,8.01
-2.128,-0.02,8.01
-2.127,-0.02,8.01
-2.126,-0.02,8.01
-2.125,-0.02,8.01
-2.124,-0.02,8.01
-2.123,-0.03,8.01
-2.122,-0.03,8.01
-2.121,-0.02,8.01
-2.12,-0.02,8.01
-2.119,-0.02,8.01
-2.118,-0.03,8.01
-2.117,-0.02,8.01
-2.116,-0.02,8.01
-2.115,-0.02,8.01
-2.114,-0.02,8.01
-2.113,-0.02,8.01
-2.112,-0.02,8.01
-2.111,-0.02,8.01
-2.11,-0.03,8.01
-2.109,-0.02,8.01
-2.108,-0.02,8.01
-2.107,-0.02,8.01
-2.106,-0.02,8.01
-2.105,-0.02,8.01
-2.104,-0.02,8.01
-2.103,-0.02,8.01
-2.102,-0.02,8.01
-2.101,-0.02,8.01
-2.1,-0.02,8.01
-2.099,-0.02,8.01
-2.098,-0.02,8.01
-2.097,-0.02,8.01
-2.096,-0.02,8.01
-2.095,-0.02,8.01
-2.09,-0.02,8.01
-2.089,-0.02,8.01
-2.088,-0.02,8.01
-2.087,-0.02,8.01
-2.086,-0.02,8.01
-2.085,-0.02,8.01
-2.083,-0.02,8.01
-2.082,-0.02,8.01
-2.081,-0.02,8.01
-2.073,-0.02,8.01
-2.072,-0.02,8.01
-2.061,-0.02,8.01
-2.06,-0.02,8.01
-2.052,-0.02,8.01
-2.051,-0.02,8.01
-2.05,-0.02,8.01
-2.006,-0.02,8.01
-1.684,-0.02,8.01
-1.683,-0.02,8.01
-1.682,-0.02,8.01
-1.681,-0.02,8.01
-1.463,-0.02,8.01
-1.462,-0.02,8.01
-0.712,-0.02,8.01
-0.711,-0.02,8.01
-0.042,0.02,8.01
-0.041,0.02,8.01
-0.04,0.02,8.01
-0.039,0.02,8.01
-0.038,0.02,8.01
-0.037,0.02,8.01
-0.036,0.02,8.01
-0.035,0.02,8.01
-0.034,0.02,8.01
-0.033,0.02,8.01
-0.032,0.02,8.01
-0.031,0.02,8.01
-0.03,0.02,8.01
-0.029,0.03,8.01
-0.028,0.03,8.01
-0.027,0.03,8.01
-0.026,0.03,8.01
-0.025,0.03,8.01
-0.024,0.02,8.01
-0.023,0.03,8.01
-0.022,0.04,8.01
-0.021,0.05,8.01
-0.02,0.04,8.01
-0.019,0.04,8.01
-0.018,0.04,8.01
-0.017,0.05,8.01
-0.016,0.06,8.01
-0.015,0.07,8.01
-0.014,0.07,8.01
-0.013,0.08,8.01
-0.012,0.09,8.01
-0.011,0.11,8.01
-0.01,0.13,8.01
-0.009,0.16,8.01
-0.008,0.2,8.01
-0.007,0.24,8.0
-0.006,0.28,8.0
-0.005,0.35,8.0
-0.004,0.49,8.0
-0.003,0.74,7.99
-0.002,1.2,7.99
-0.001,1.86,7.98
0.0,2.13,7.97
0.001,1.74,7.96
0.002,1.1,7.95
0.003,0.68,7.95
0.004,0.45,7.95
0.005,0.31,7.95
0.006,0.25,7.94
0.007,0.19,7.94
0.008,0.14,7.94
0.009,0.1,7.94
0.01,0.08,7.94
0.011,0.06,7.94
0.012,0.05,7.94
0.013,0.04,7.94
0.014,0.02,7.94
0.015,0.02,7.94
0.016,0.02,7.94
0.017,0.02,7.94
0.018,0.02,7.94
0.019,0.02,7.94
0.588,0.02,7.94
0.589,0.02,7.94
0.59,0.03,7.94
0.591,0.04,7.94
0.592,0.04,7.94
0.593,0.04,7.94
0.594,0.05,7.94
0.595,0.07,7.94
0.596,0.09,7.94
0.597,0.13,7.94
0.598,0.14,7.94
0.599,0.12,7.94
0.6,0.09,7.94
0.601,0.06,7.94
0.602,0.05,7.94
0.603,0.05,7.93
0.604,0.05,7.93
0.605,0.06,7.93
0.606,0.06,7.93
0.607,0.07,7.93
0.608,0.09,7.93
0.609,0.1,7.93
0.61,0.1,7.93
0.611,0.1,7.93
0.612,0.11,7.93
0.613,0.12,7.93
0.614,0.14,7.93
0.615,0.14,7.93
0.616,0.13,7.93
0.617,0.12,7.93
0.618,0.1,7.93
0.619,0.09,7.93
0.62,0.09,7.93
0.621,0.08,7.93
0.622,0.08,7.93
0.623,0.07,7.93
0.624,0.06,7.92
0.625,0.05,7.92
0.626,0.04,7.92
0.627,0.04,7.92
0.628,0.05,7.92
0.629,0.06,7.92
0.63,0.09,7.92
0.631,0.13,7.92
0.632,0.14,7.92
0.633,0.12,7.92
0.634,0.08,7.92
0.635,0.05,7.92
0.636,0.03,7.92
0.637,0.02,7.92
0.638,0.02,7.92
0.639,0.02,7.92
1.545,0.02,7.92
1.593,0.02,7.92
1.695,0.02,7.92
1.715,0.02,7.92
1.716,0.02,7.92
1.717,0.02,7.92
1.718,0.02,7.92
1.719,0.02,7.92
1.72,0.02,7.92
1.721,0.02,7.92
1.722,0.03,7.92
1.723,0.03,7.92
1.724,0.04,7.92
1.725,0.05,7.92
1.726,0.05,7.92
1.727,0.05,7.92
1.728,0.04,7.92
1.729,0.04,7.92
1.73,0.03,7.92
1.731,0.02,7.92
1.732,0.03,7.92
1.733,0.03,7.92
1.734,0.04,7.92
1.735,0.04,7.92
1.736,0.05,7.92
1.737,0.05,7.92
1.738,0.05,7.92
1.739,0.05,7.92
1.74,0.06,7.91
1.741,0.07,7.91
1.742,0.08,7.91
1.743,0.08,7.91
1.744,0.07,7.91
1.745,0.06,7.91
1.746,0.06,7.91
1.747,0.07,7.91
1.748,0.08,7.91
1.749,0.08,7.91
1.75,0.08,7.91
1.751,0.07,7.91
1.752,0.07,7.91
1.753,0.06,7.91
1.754,0.06,7.91
1.755,0.06,7.91
1.756,0.08,7.91
1.757,0.11,7.91
1.758,0.12,7.91
1.759,0.13,7.91
1.76,0.12,7.91
1.761,0.1,7.91
1.762,0.08,7.91
1.763,0.07,7.91
1.764,0.07,7.9
1.765,0.07,7.9
1.766,0.07,7.9
1.767,0.08,7.9
1.768,0.08,7.9
1.769,0.07,7.9
1.77,0.07,7.9
1.771,0.06,7.9
1.772,0.06,7.9
1.773,0.07,7.9
1.774,0.08,7.9
1.775,0.08,7.9
1.776,0.07,7.9
1.777,0.05,7.9
1.778,0.04,7.9
1.779,0.04,7.9
1.78,0.05,7.9
1.781,0.05,7.9
1.782,0.04,7.9
1.783,0.02,7.9
1.784,0.02,7.9
1.785,0.02,7.9
1.786,0.02,7.9
1.787,0.02,7.9
1.788,0.02,7.9
1.789,0.02,7.9
1.79,0.03,7.9
1.791,0.04,7.9
1.792,0.04,7.9
1.793,0.03,7.9
1.794,0.03,7.9
1.795,0.02,7.9
1.797,0.02,7.9
2.16,0.02,7.9
2.161,0.02,7.9
2.162,0.02,7.9
2.163,0.02,7.9
2.593,-0.02,7.9
2.646,-0.02,7.9
2.647,-0.03,7.9
2.648,-0.02,7.9
2.649,-0.02,7.9
2.65,-0.02,7.9
2.651,-0.02,7.9
2.652,-0.02,7.9
2.653,-0.02,7.9
2.654,-0.02,7.9
2.657,0.02,7.9
2.658,0.02,7.9
2.659,0.02,7.9
2.68,0.02,7.9
2.681,0.02,7.9
2.682,0.02,7.9
2.683,0.02,7.9
2.686,0.02,7.9
2.687,0.02,7.9
2.703,0.02,7.9
2.704,0.02,7.9
2.718,0.02,7.9
2.719,0.02,7.9
2.72,0.02,7.9
2.789,0.02,7.9
2.79,0.02,7.9
2.813,0.02,7.9
2.823,0.02,7.9
2.824,0.02,7.9
2.825,0.02,7.9
2.844,0.02,7.9
2.845,0.03,7.9
2.846,0.03,7.9
2.847,0.03,7.9
2.848,0.03,7.89
2.849,0.02,7.89
2.85,0.02,7.89
2.851,0.02,7.89
2.852,0.02,7.89
2.853,0.02,7.89
2.864,0.02,7.89
2.865,0.03,7.89
2.866,0.03,7.89
2.867,0.03,7.89
2.868,0.03,7.89
2.869,0.03,7.89
2.87,0.03,7.89
2.871,0.03,7.89
2.872,0.03,7.89
2.873,0.02,7.89
2.874,0.02,7.89
2.875,0.03,7.89
2.876,0.03,7.89
2.877,0.03,7.89
2.878,0.03,7.89
2.879,0.03,7.89
2.88,0.02,7.89
2.881,0.02,7.89
2.882,0.02,7.89
2.885,0.02,7.89
2.886,0.03,7.89
2.887,0.03,7.89
2.888,0.04,7.89
2.889,0.05,7.89
2.89,0.06,7.89
2.891,0.08,7.89
2.892,0.1,7.89
2.893,0.14,7.89
2.894,0.18,7.89
2.895,0.19,7.89
2.896,0.16,7.89
2.897,0.12,7.89
2.898,0.09,7.88
2.899,0.07,7.88
2.9,0.06,7.88
2.901,0.06,7.88
2.902,0.07,7.88
2.903,0.07,7.88
2.904,0.09,7.88
2.905,0.1,7.88
2.906,0.11,7.88
2.907,0.11,7.88
2.908,0.13,7.88
2.909,0.16,7.88
2.91,0.18,7.88
2.911,0.18,7.88
2.912,0.16,7.88
2.913,0.13,7.88
2.914,0.12,7.88
2.915,0.11,7.88
2.916,0.1,7.87
2.917,0.09,7.87
2.918,0.08,7.87
2.919,0.07,7.87
2.92,0.06,7.87
2.921,0.06,7.87
2.922,0.06,7.87
2.923,0.07,7.87
2.924,0.09,7.87
2.925,0.13,7.87
2.926,0.15,7.87
2.927,0.15,7.87
2.928,0.12,7.87
2.929,0.09,7.87
2.93,0.06,7.87
2.931,0.04,7.87
2.932,0.03,7.87
2.933,0.03,7.87
2.934,0.03,7.87
2.935,0.02,7.87
2.936,0.02,7.87
2.937,0.02,7.87
2.962,0.02,7.87
2.963,0.02,7.87
2.964,0.03,7.87
2.965,0.03,7.87
2.966,0.02,7.87
2.967,0.02,7.87
2.968,0.03,7.87
2.969,0.02,7.87
2.972,0.02,7.87
2.973,0.02,7.87
2.974,0.02,7.87
2.975,0.02,7.87
2.976,0.02,7.87
2.977,0.03,7.87
2.978,0.03,7.87
2.979,0.03,7.86
2.98,0.03,7.86
2.981,0.03,7.86
2.982,0.02,7.86
2.983,0.03,7.86
2.984,0.03,7.86
2.985,0.02,7.86
2.986,0.02,7.86
2.987,0.02,7.86
2.988,0.02,7.86
2.989,0.03,7.86
2.99,0.02,7.86
2.993,0.02,7.86
2.994,0.02,7.86
2.996,0.02,7.86
2.997,0.02,7.86
2.998,0.03,7.86
2.999,0.03,7.86
3.0,0.03,7.86
3.001,0.02,7.86
3.002,0.02,7.86
3.003,0.02,7.86
3.028,0.02,7.86
3.029,0.02,7.86
3.03,0.02,7.86
3.031,0.02,7.86
3.037,0.02,7.86
3.038,0.03,7.86
3.039,0.04,7.86
3.04,0.04,7.86
3.041,0.04,7.86
3.042,0.04,7.86
3.043,0.04,7.86
3.044,0.05,7.86
3.045,0.06,7.86
3.046,0.07,7.86
3.047,0.07,7.86
3.048,0.07,7.86
3.049,0.07,7.86
3.05,0.08,7.86
3.051,0.08,7.86
3.052,0.07,7.86
3.053,0.06,7.86
3.054,0.04,7.86
3.055,0.03,7.86
3.059,-0.02,7.86
3.06,-0.02,7.86
3.061,-0.03,7.86
3.062,-0.04,7.86
3.063,-0.06,7.86
3.064,-0.06,7.86
3.065,-0.06,7.86
3.066,-0.05,7.86
3.067,-0.04,7.86
3.068,-0.02,7.86
3.078,0.02,7.86
3.079,0.02,7.86
3.08,0.02,7.86
3.088,0.02,7.86
3.108,0.02,7.86
3.11,0.02,7.86
3.111,0.02,7.86
3.184,0.02,7.86
3.185,0.02,7.86
3.186,0.02,7.86
3.217,0.02,7.86
3.239,0.02,7.86
3.24,0.02,7.86
3.241,0.02,7.86
3.267,0.02,7.86
3.314,0.02,7.86
3.328,0.02,7.86
3.329,0.02,7.86
3.33,0.02,7.86
3.331,0.02,7.86
3.332,0.02,7.86
3.351,0.02,7.86
3.352,0.02,7.86
3.353,0.02,7.86
3.354,0.02,7.86
3.355,0.02,7.86
3.356,0.02,7.86
3.357,0.02,7.86
3.358,0.02,7.86
3.359,0.03,7.86
3.36,0.03,7.86
3.361,0.02,7.86
3.362,0.02,7.86
3.363,0.02,7.86
3.364,0.02,7.86
3.365,0.02,7.85
3.366,0.02,7.85
3.367,0.02,7.85
3.368,0.02,7.85
3.444,0.02,7.85
3.445,0.02,7.85
3.446,0.02,7.85
3.447,0.02,7.85
3.448,0.02,7.85
3.449,0.02,7.85
3.45,0.02,7.85
3.451,0.02,7.85
3.452,0.02,7.85
3.453,0.02,7.85
3.454,0.02,7.85
3.455,0.02,7.85
3.456,0.03,7.85
3.457,0.03,7.85
3.458,0.03,7.85
3.459,0.03,7.85
3.46,0.02,7.85
3.461,0.02,7.85
3.462,0.02,7.85
3.463,0.02,7.85
3.464,0.02,7.85
3.465,0.02,7.85
3.466,0.02,7.85
3.472,0.02,7.85
3.476,0.02,7.85
3.477,0.02,7.85
3.48,0.02,7.85
3.481,0.02,7.85
3.482,0.02,7.85
3.483,0.02,7.85
3.484,0.02,7.85
3.488,0.02,7.85
3.489,0.02,7.85
3.49,0.02,7.85
3.491,0.02,7.85
3.492,0.02,7.85
3.5,0.02,7.85
3.501,0.02,7.85
3.502,0.02,7.85
3.504,0.02,7.85
3.505,0.02,7.85
3.51,0.02,7.85
3.511,0.02,7.85
3.512,0.02,7.85
3.513,0.02,7.85
3.514,0.02,7.85
3.515,0.02,7.85
3.516,0.03,7.85
3.517,0.02,7.85
3.518,0.02,7.85
3.519,0.02,7.85
3.52,0.02,7.85
3.521,0.02,7.85
3.522,0.02,7.85
3.523,0.02,7.85
3.524,0.02,7.85
3.525,0.02,7.85
3.526,0.02,7.85
3.527,0.02,7.85
3.528,0.02,7.85
3.529,0.02,7.85
3.53,0.02,7.85
3.534,0.02,7.85
3.535,0.02,7.85
3.536,0.02,7.85
3.537,0.03,7.85
3.538,0.03,7.85
3.539,0.03,7.85
3.54,0.03,7.85
3.541,0.03,7.85
3.542,0.03,7.85
3.543,0.03,7.85
3.544,0.02,7.85
3.545,0.02,7.85
3.546,0.02,7.85
3.547,0.02,7.85
3.548,0.02,7.85
3.549,0.02,7.85
3.55,0.02,7.85
3.551,0.02,7.85
3.552,0.02,7.85
3.553,0.02,7.85
3.554,0.02,7.85
3.555,0.02,7.85
3.556,0.02,7.85
3.561,0.02,7.85
3.562,0.02,7.84
3.563,0.03,7.84
3.564,0.02,7.84
3.565,0.02,7.84
3.566,0.02,7.84
3.567,0.02,7.84
3.568,0.02,7.84
3.569,0.02,7.84
3.571,0.02,7.84
3.572,0.02,7.84
3.573,0.02,7.84
3.574,0.02,7.84
3.575,0.03,7.84
3.576,0.02,7.84
3.577,0.02,7.84
3.578,0.02,7.84
3.579,0.02,7.84
3.58,0.03,7.84
3.581,0.03,7.84
3.582,0.03,7.84
3.583,0.03,7.84
3.584,0.04,7.84
3.585,0.04,7.84
3.586,0.04,7.84
3.587,0.04,7.84
3.588,0.03,7.84
3.589,0.03,7.84
3.59,0.02,7.84
3.591,0.02,7.84
3.592,0.02,7.84
3.593,0.02,7.84
3.594,0.02,7.84
3.595,0.02,7.84
3.596,0.02,7.84
3.597,0.02,7.84
3.598,0.02,7.84
3.599,0.02,7.84
3.6,0.02,7.84
3.603,0.02,7.84
3.604,0.02,7.84
3.605,0.02,7.84
3.606,0.02,7.84
3.607,0.02,7.84
3.608,0.02,7.84
3.609,0.02,7.84
3.61,0.02,7.84
3.611,0.02,7.84
3.612,0.02,7.84
3.613,0.02,7.84
3.614,0.02,7.84
3.615,0.02,7.84
3.616,0.02,7.84
3.617,0.02,7.84
3.618,0.02,7.84
3.619,0.02,7.84
3.62,0.02,7.84
3.621,0.02,7.84
3.622,0.02,7.84
3.623,0.02,7.84
3.628,0.02,7.84
3.629,0.02,7.84
3.63,0.03,7.84
3.631,0.04,7.84
3.632,0.03,7.84
3.633,0.04,7.84
3.634,0.04,7.84
3.635,0.04,7.84
3.636,0.03,7.84
3.637,0.03,7.84
3.638,0.02,7.84
3.639,0.02,7.84
3.64,0.02,7.84
3.641,0.02,7.84
3.642,0.02,7.84
3.643,0.03,7.84
3.644,0.03,7.84
3.645,0.04,7.84
3.646,0.04,7.84
3.647,0.04,7.83
3.648,0.05,7.83
3.649,0.06,7.83
3.65,0.06,7.83
3.651,0.06,7.83
3.652,0.05,7.83
3.653,0.04,7.83
3.654,0.04,7.83
3.655,0.05,7.83
3.656,0.05,7.83
3.657,0.05,7.83
3.658,0.05,7.83
3.659,0.04,7.83
3.66,0.04,7.83
3.661,0.05,7.83
3.662,0.05,7.83
3.663,0.05,7.83
3.664,0.05,7.83
3.665,0.04,7.83
3.666,0.04,7.83
3.667,0.05,7.83
3.668,0.06,7.83
3.669,0.06,7.83
3.67,0.07,7.83
3.671,0.07,7.83
3.672,0.07,7.83
3.673,0.07,7.83
3.674,0.07,7.83
3.675,0.07,7.83
3.676,0.08,7.83
3.677,0.09,7.83
3.678,0.11,7.83
3.679,0.15,7.82
3.68,0.21,7.82
3.681,0.31,7.82
3.682,0.45,7.82
3.683,0.56,7.82
3.684,0.53,7.81
3.685,0.41,7.81
3.686,0.28,7.81
3.687,0.2,7.81
3.688,0.15,7.81
3.689,0.12,7.81
3.69,0.11,7.81
3.691,0.09,7.81
3.692,0.08,7.81
3.693,0.08,7.81
3.694,0.07,7.81
3.695,0.07,7.81
3.696,0.07,7.81
3.697,0.07,7.8
3.698,0.07,7.8
3.699,0.08,7.8
3.7,0.08,7.8
3.701,0.08,7.8
3.702,0.07,7.8
3.703,0.07,7.8
3.704,0.07,7.8
3.705,0.07,7.8
3.706,0.08,7.8
3.707,0.08,7.8
3.708,0.08,7.8
3.709,0.08,7.8
3.71,0.09,7.8
3.711,0.09,7.8
3.712,0.09,7.8
3.713,0.09,7.8
3.714,0.08,7.8
3.715,0.07,7.8
3.716,0.08,7.8
3.717,0.08,7.8
3.718,0.09,7.8
3.719,0.09,7.8
3.72,0.09,7.8
3.721,0.09,7.79
