Wavenumber (cm-1),Transmittance (%)
1274.265033,8.82
1268.874508,7.54
1263.477994,7.8
1258.178158,10.76
1252.872053,19.88
1247.50499,28.22
1242.28834,36.24
1237.164419,42.94
1232.033714,45.28
1226.993865,42.02
1221.946999,34.82
1216.989169,27.48
1212.024103,22.8
1207.000604,22.12
1202.116543,24.38
1197.318008,27.52
1192.511837,27.22
1187.789524,24.38
1183.059394,20.32
1178.272652,17.68
1173.617868,16.62
1169.043722,16.5
1164.461429,15.32
1159.958242,12.22
1155.446759,9.1
1151.012891,15.86
1146.57059,30.04
1142.074006,38.54
1137.700305,39
1133.401337,29.52
1129.093684,19.62
1124.859393,16.14
1120.616303,19
1116.320607,21.9
1112.141572,25.98
1108.033241,33.62
1103.91591,39.24
1099.868016,42.52
1095.811032,44.46
1091.822251,46.24
1087.824298,48
1083.775875,49.72
1079.836526,50.72
1075.962987,51.76
1072.080128,52.64
1068.261938,53.4
1064.434363,53.8
1060.557853,53.88
1056.78519,53.5
1053.074979,52.3
1049.355271,50.94
1045.696957,48.2
1042.029097,42.74
1038.421599,34.26
1034.804511,25.26
1031.140441,19.66
1027.573813,20.24
1024.06554,26.02
1020.547603,31.76
1017.087063,37.48
1013.616827,42.86
1010.10101,47.4
1006.678203,52.46
1003.310926,56.28
999.9339044,59.74
996.6115208,62.86
993.2793724,64.68
990.00099,66.24
986.7128264,67.5
983.3808634,68.12
980.1364566,69.06
976.9441188,69.3
973.7419765,69.34
970.59109,69.34
967.4303917,69.08
964.2271719,68.04
961.1077189,67
958.0379383,66.8
954.9583395,67.2
951.9276535,67.98
948.8871499,68.46
945.8948165,69.16
942.8926684,69.2
939.8496241,69.08
936.8856665,68.58
933.9684319,68.56
931.0413949,69.08
928.1603861,70
925.2695842,70.58
922.3390518,70.96
919.4843421,71.6
916.6743056,71.78
913.8545003,72.1
911.0787172,72.1
908.29318,71.7
905.5510278,71.56
902.7991378,71.4
900.0090001,70.96
897.2906399,70.6
894.6144212,70.1
891.9285019,69.38
889.2841263,68.08
886.6300707,67.18
883.9388314,65.74
881.3165388,63.46
878.7346221,61.1
876.143071,58.28
873.591334,55.16
871.0299869,53.02
868.5079034,51.84
865.9762354,52.16
863.4087377,52.28
860.9066673,50.8
858.4427848,52.8
855.969372,57.44
853.5336292,60.26
851.0883846,62.28
848.6082824,62.98
846.1911371,63.16
843.8106489,62.68
841.4207187,60.5
839.0669575,57.78
836.7037854,54.54
834.3066911,50.44
831.9702195,46.54
829.6689621,42.42
827.3583581,39.4
825.0825083,37
822.7973448,35.54
820.546484,35.5
818.2863431,35.74
815.9934721,37.44
813.7583094,39.1
811.5565655,41.4
809.3456109,43.44
807.1676487,45.3
804.980511,46.78
802.7614996,47.76
800.5981429,48.38
798.4669435,48.92
796.3266408,49.46
794.2180923,49.96
792.100477,50.34
790.0142203,50.96
787.9189335,49.62
785.792865,46
783.719881,42.02
781.6774799,41
779.6261241,43.84
777.6049767,50.46
775.5749124,55.76
773.5148515,58.88
771.5060593,60.72
769.5267411,61.74
767.5385828,61.98
765.5795437,61.96
763.6117031,61.74
761.6726331,61.74
759.7248003,61.74
757.747973,61.32
755.8201363,60.96
753.920386,60.58
752.0119516,60.28
750.131273,59.76
748.2419494,59.18
746.3243526,58.3
744.4541331,56.7
742.6110203,55
740.759342,52.04
738.9344565,47.36
737.101045,41.74
735.2941176,34.04
733.4787039,28.3
731.635938,26
729.838521,26.46
728.0669822,29.68
726.2870369,35.22
724.5326764,42.56
722.7699493,47.68
720.9805335,50.62
719.2350274,52.88
717.5145297,54.44
715.7857456,54.86
714.0816909,55.1
712.3693897,55.1
710.6815436,55.22
708.9854907,54.9
707.2635971,54.76
705.5837997,54.34
703.9279178,54.5
702.2639092,53.8
700.623555,53.52
698.9751138,53.32
697.3014434,53.18
695.6685796,52.94
694.0588562,52.7
692.4411257,52.64
690.8462867,52.52
689.2434802,52.04
687.66332,51.62
686.0752319,51.6
684.4626968,51.52
682.8893403,51.32
681.3381481,50.94
679.7791071,50.54
678.2419967,50.3
676.6970768,50.16
675.1282744,49.8
673.5974909,49.2
672.088178,48.78
670.5711342,48.26
669.0753379,48.64
667.5718496,48.6
666.0893892,45.82
664.5992755,45.8
663.0860023,46.1
661.6092812,46.04
660.1531555,45.6
658.6894543,45.34
657.2461387,44.94
655.7952859,44.5
654.3217955,44.1
