Chemical Shift (ppm),Intensity,Integral
2.029,0.06,7.43
2.03,0.05,7.43
2.031,0.05,7.43
2.032,0.05,7.43
2.033,0.05,7.43
2.034,0.05,7.43
2.035,0.05,7.43
2.036,0.05,7.43
2.037,0.05,7.43
2.038,0.05,7.43
2.039,0.05,7.43
2.04,0.04,7.43
2.041,0.04,7.43
2.042,0.04,7.43
2.043,0.04,7.43
2.044,0.04,7.43
2.045,0.04,7.43
2.046,0.04,7.43
2.047,0.04,7.43
2.048,0.04,7.43
2.049,0.04,7.43
2.05,0.04,7.43
2.051,0.04,7.43
2.052,0.04,7.43
2.053,0.04,7.43
2.054,0.04,7.43
2.055,0.04,7.43
2.056,0.04,7.43
2.057,0.05,7.43
2.058,0.05,7.43
2.059,0.05,7.43
2.06,0.05,7.43
2.061,0.05,7.43
2.062,0.05,7.43
2.063,0.04,7.43
2.064,0.04,7.43
2.065,0.04,7.43
2.066,0.04,7.43
2.067,0.04,7.43
2.068,0.05,7.43
2.069,0.04,7.43
2.07,0.04,7.43
2.071,0.03,7.43
2.072,0.03,7.43
2.073,0.03,7.43
2.074,0.03,7.42
2.075,0.03,7.42
2.076,0.03,7.42
2.077,0.03,7.42
2.078,0.03,7.42
2.079,0.03,7.42
2.08,0.03,7.42
2.081,0.03,7.42
2.082,0.03,7.42
2.083,0.03,7.42
2.084,0.04,7.42
2.085,0.04,7.42
2.086,0.04,7.42
2.087,0.04,7.42
2.088,0.05,7.42
2.089,0.05,7.42
2.09,0.07,7.42
2.091,0.11,7.42
2.092,0.13,7.42
2.093,0.11,7.42
2.094,0.08,7.42
2.095,0.06,7.42
2.096,0.06,7.42
2.097,0.05,7.42
2.098,0.05,7.42
2.099,0.04,7.42
2.1,0.04,7.42
2.101,0.04,7.42
2.102,0.03,7.42
2.103,0.03,7.42
2.104,0.03,7.42
2.105,0.03,7.42
2.106,0.03,7.42
2.107,0.03,7.42
2.108,0.03,7.42
2.109,0.03,7.42
2.11,0.03,7.42
2.111,0.03,7.42
2.112,0.03,7.42
2.113,0.03,7.42
2.114,0.03,7.42
2.115,0.03,7.42
2.116,0.03,7.42
2.117,0.03,7.42
2.118,0.03,7.42
2.119,0.03,7.42
2.12,0.03,7.42
2.121,0.03,7.42
2.122,0.04,7.42
2.123,0.04,7.42
2.124,0.05,7.42
2.125,0.05,7.42
2.126,0.05,7.42
2.127,0.05,7.42
2.128,0.05,7.42
2.129,0.06,7.42
2.13,0.06,7.42
2.131,0.05,7.42
2.132,0.05,7.42
2.133,0.05,7.42
2.134,0.06,7.42
2.135,0.05,7.42
2.136,0.05,7.42
2.137,0.05,7.42
2.138,0.05,7.42
2.139,0.05,7.42
2.14,0.05,7.42
2.141,0.05,7.42
2.142,0.05,7.42
2.143,0.04,7.42
2.144,0.05,7.42
2.145,0.05,7.42
2.146,0.06,7.41
2.147,0.06,7.41
2.148,0.06,7.41
2.149,0.06,7.41
2.15,0.07,7.41
2.151,0.07,7.41
2.152,0.07,7.41
2.153,0.07,7.41
2.154,0.07,7.41
2.155,0.07,7.41
2.156,0.07,7.41
2.157,0.07,7.41
2.158,0.07,7.41
2.159,0.08,7.41
2.16,0.08,7.41
2.161,0.09,7.41
2.162,0.09,7.41
2.163,0.09,7.41
2.164,0.09,7.41
2.165,0.09,7.41
2.166,0.1,7.41
2.167,0.1,7.41
2.168,0.09,7.41
2.169,0.09,7.41
2.17,0.09,7.41
2.171,0.1,7.41
2.172,0.1,7.41
2.173,0.09,7.41
2.174,0.08,7.41
2.175,0.08,7.41
2.176,0.08,7.41
2.177,0.09,7.41
2.178,0.09,7.41
2.179,0.1,7.41
2.18,0.1,7.41
2.181,0.1,7.41
2.182,0.11,7.41
2.183,0.11,7.41
2.184,0.11,7.4
2.185,0.12,7.4
2.186,0.12,7.4
2.187,0.13,7.4
2.188,0.14,7.4
2.189,0.14,7.4
2.19,0.13,7.4
2.191,0.13,7.4
2.192,0.14,7.4
2.193,0.14,7.4
2.194,0.15,7.4
2.195,0.16,7.4
2.196,0.17,7.4
2.197,0.17,7.4
2.198,0.16,7.4
2.199,0.15,7.4
2.2,0.14,7.4
2.201,0.14,7.4
2.202,0.14,7.4
2.203,0.14,7.4
2.204,0.14,7.4
2.205,0.14,7.4
2.206,0.14,7.4
2.207,0.14,7.39
2.208,0.14,7.39
2.209,0.15,7.39
2.21,0.16,7.39
2.211,0.16,7.39
2.212,0.17,7.39
2.213,0.17,7.39
2.214,0.17,7.39
2.215,0.18,7.39
2.216,0.19,7.39
2.217,0.2,7.39
2.218,0.21,7.39
2.219,0.22,7.39
2.22,0.23,7.39
2.221,0.24,7.39
2.222,0.27,7.39
2.223,0.29,7.38
2.224,0.3,7.38
2.225,0.3,7.38
2.226,0.3,7.38
2.227,0.31,7.38
2.228,0.34,7.38
2.229,0.36,7.38
2.23,0.36,7.38
2.231,0.35,7.38
2.232,0.34,7.38
2.233,0.34,7.37
2.234,0.35,7.37
2.235,0.36,7.37
2.236,0.37,7.37
2.237,0.4,7.37
2.238,0.42,7.37
2.239,0.45,7.37
2.24,0.49,7.37
2.241,0.53,7.36
2.242,0.59,7.36
2.243,0.66,7.36
2.244,0.75,7.36
2.245,0.9,7.35
2.246,1.14,7.35
2.247,1.37,7.35
2.248,1.52,7.34
2.249,1.66,7.34
2.25,2.0,7.33
2.251,2.58,7.32
2.252,3.18,7.31
2.253,3.35,7.3
2.254,3.18,7.29
2.255,3.23,7.28
2.256,3.82,7.27
2.257,4.47,7.26
2.258,4.47,7.24
2.259,3.83,7.23
2.26,3.33,7.22
2.261,3.32,7.21
2.262,3.56,7.2
2.263,3.48,7.19
2.264,3.0,7.18
2.265,2.48,7.17
2.266,2.3,7.16
2.267,2.34,7.16
2.268,2.47,7.15
2.269,2.49,7.14
2.27,2.42,7.13
2.271,2.45,7.13
2.272,2.78,7.12
2.273,3.4,7.11
2.274,3.94,7.09
2.275,3.93,7.08
2.276,3.74,7.07
2.277,3.98,7.06
2.278,4.7,7.04
2.279,5.33,7.03
2.28,5.19,7.01
2.281,4.63,7.0
2.282,4.55,6.98
2.283,5.02,6.97
2.284,5.49,6.95
2.285,5.32,6.93
2.286,4.98,6.92
2.287,5.19,6.9
2.288,5.93,6.88
2.289,6.4,6.86
2.29,6.05,6.84
2.291,5.6,6.83
2.292,5.85,6.81
2.293,6.85,6.79
2.294,7.37,6.76
2.295,6.75,6.74
2.296,5.65,6.72
2.297,5.23,6.71
2.298,5.46,6.69
2.299,5.62,6.67
2.3,5.1,6.66
2.301,4.28,6.64
2.302,3.69,6.63
2.303,3.6,6.62
2.304,3.76,6.61
2.305,3.88,6.6
2.306,3.81,6.59
2.307,3.74,6.57
2.308,4.03,6.56
2.309,4.84,6.55
2.31,5.84,6.53
2.311,6.25,6.51
2.312,5.92,6.49
2.313,5.92,6.47
2.314,6.8,6.45
2.315,8.17,6.43
2.316,8.51,6.4
2.317,7.76,6.37
2.318,7.14,6.35
2.319,7.7,6.33
2.32,9.53,6.3
2.321,12.32,6.26
2.322,14.02,6.22
2.323,13.01,6.18
2.324,9.69,6.15
2.325,6.98,6.12
2.326,5.23,6.11
2.327,3.9,6.1
2.328,3.04,6.09
2.329,2.46,6.08
2.33,2.03,6.07
2.331,1.77,6.07
2.332,1.6,6.06
2.333,1.47,6.06
2.334,1.4,6.05
2.335,1.35,6.05
2.336,1.32,6.04
2.337,1.32,6.04
2.338,1.36,6.04
2.339,1.42,6.03
2.34,1.54,6.03
2.341,1.69,6.02
2.342,1.91,6.02
2.343,2.22,6.01
2.344,2.61,6.0
2.345,3.24,5.99
2.346,4.57,5.98
2.347,6.88,5.95
2.348,10.43,5.92
2.349,13.27,5.88
2.35,12.64,5.84
2.351,10.51,5.81
2.352,9.87,5.78
2.353,11.81,5.74
2.354,14.47,5.7
2.355,14.22,5.65
2.356,10.86,5.62
2.357,7.36,5.59
2.358,4.87,5.58
2.359,3.6,5.57
2.36,2.83,5.56
2.361,2.26,5.55
2.362,1.9,5.55
2.363,1.65,5.54
2.364,1.46,5.54
2.365,1.34,5.53
2.366,1.25,5.53
2.367,1.19,5.53
2.368,1.17,5.52
2.369,1.17,5.52
2.37,1.2,5.51
2.371,1.27,5.51
2.372,1.37,5.51
2.373,1.52,5.5
2.374,1.77,5.5
2.375,2.08,5.49
2.376,2.5,5.48
2.377,3.27,5.47
2.378,4.59,5.46
2.379,7.26,5.43
2.38,11.96,5.4
2.381,15.17,5.35
2.382,14.01,5.31
2.383,9.68,5.28
2.384,6.29,5.26
2.385,4.27,5.24
2.386,3.02,5.23
2.387,2.36,5.23
2.388,1.91,5.22
2.389,1.54,5.22
2.39,1.31,5.21
2.391,1.14,5.21
2.392,1.0,5.2
2.393,0.91,5.2
2.394,0.84,5.2
2.395,0.79,5.2
2.396,0.76,5.19
2.397,0.74,5.19
2.398,0.74,5.19
2.399,0.74,5.19
2.4,0.74,5.18
2.401,0.76,5.18
2.402,0.79,5.18
2.403,0.82,5.18
2.404,0.86,5.17
2.405,0.92,5.17
2.406,0.99,5.17
2.407,1.07,5.17
2.408,1.2,5.16
2.409,1.36,5.16
2.41,1.6,5.15
2.411,1.98,5.15
2.412,2.42,5.14
2.413,2.99,5.13
2.414,3.79,5.12
2.415,4.41,5.1
2.416,4.91,5.09
2.417,5.54,5.07
2.418,5.8,5.05
2.419,5.8,5.04
2.42,5.94,5.02
2.421,6.02,5.0
2.422,6.16,4.98
2.423,6.73,4.96
2.424,7.28,4.93
2.425,7.88,4.91
2.426,8.83,4.88
2.427,9.27,4.85
2.428,9.29,4.82
2.429,9.37,4.8
2.43,8.83,4.77
2.431,8.02,4.74
2.432,7.47,4.72
2.433,6.81,4.7
2.434,6.34,4.68
2.435,6.25,4.66
2.436,6.17,4.64
2.437,6.12,4.62
2.438,6.21,4.6
2.439,5.93,4.58
2.44,5.43,4.57
2.441,4.97,4.55
2.442,4.23,4.54
2.443,3.5,4.53
2.444,2.96,4.52
2.445,2.48,4.51
2.446,2.17,4.5
2.447,2.07,4.5
2.448,2.13,4.49
2.449,2.29,4.48
2.45,2.61,4.47
2.451,3.02,4.47
2.452,3.29,4.45
2.453,3.59,4.44
2.454,3.87,4.43
2.455,3.87,4.42
2.456,3.88,4.41
2.457,3.95,4.4
2.458,3.95,4.38
2.459,4.14,4.37
2.46,4.53,4.36
2.461,4.9,4.34
2.462,5.41,4.32
2.463,5.86,4.31
2.464,5.93,4.29
2.465,5.97,4.27
2.466,5.88,4.25
2.467,5.33,4.23
2.468,4.91,4.22
2.469,4.58,4.2
2.47,4.18,4.19
2.471,4.02,4.18
2.472,3.97,4.17
2.473,3.85,4.15
2.474,3.86,4.14
2.475,3.82,4.13
2.476,3.49,4.12
2.477,3.17,4.11
2.478,2.79,4.1
2.479,2.23,4.09
2.48,1.78,4.09
2.481,1.43,4.08
2.482,1.09,4.08
2.483,0.86,4.08
2.484,0.71,4.08
2.485,0.59,4.07
2.486,0.51,4.07
2.487,0.45,4.07
2.488,0.4,4.07
2.489,0.37,4.07
2.49,0.35,4.07
2.491,0.33,4.07
2.492,0.31,4.06
2.493,0.3,4.06
2.494,0.3,4.06
2.495,0.29,4.06
2.496,0.29,4.06
2.497,0.3,4.06
2.498,0.3,4.06
2.499,0.31,4.06
2.5,0.32,4.06
2.501,0.34,4.06
2.502,0.34,4.06
2.503,0.33,4.05
2.504,0.32,4.05
2.505,0.32,4.05
2.506,0.32,4.05
2.507,0.31,4.05
2.508,0.3,4.05
2.509,0.29,4.05
2.51,0.28,4.05
2.511,0.28,4.05
2.512,0.27,4.05
2.513,0.27,4.04
2.514,0.27,4.04
2.515,0.27,4.04
2.516,0.28,4.04
2.517,0.28,4.04
2.518,0.28,4.04
2.519,0.27,4.04
2.52,0.26,4.04
2.521,0.25,4.04
2.522,0.25,4.04
2.523,0.25,4.04
2.524,0.26,4.04
2.525,0.27,4.03
2.526,0.29,4.03
2.527,0.31,4.03
2.528,0.32,4.03
2.529,0.34,4.03
2.53,0.35,4.03
2.531,0.37,4.03
2.532,0.39,4.03
2.533,0.41,4.03
2.534,0.43,4.02
2.535,0.44,4.02
2.536,0.45,4.02
2.537,0.46,4.02
2.538,0.48,4.02
2.539,0.49,4.02
2.54,0.51,4.02
2.541,0.53,4.01
2.542,0.54,4.01
2.543,0.57,4.01
2.544,0.6,4.01
2.545,0.62,4.01
2.546,0.65,4.01
2.547,0.68,4.0
2.548,0.71,4.0
2.549,0.75,4.0
2.55,0.79,4.0
2.551,0.85,3.99
2.552,0.9,3.99
2.553,0.97,3.99
2.554,1.07,3.98
2.555,1.17,3.98
2.556,1.31,3.98
2.557,1.48,3.97
2.558,1.66,3.97
2.559,1.91,3.96
2.56,2.34,3.95
2.561,2.96,3.94
2.562,4.07,3.93
2.563,6.3,3.91
2.564,8.71,3.88
2.565,9.86,3.85
2.566,9.99,3.82
2.567,10.53,3.79
2.568,10.64,3.76
2.569,9.56,3.73
2.57,9.17,3.7
2.571,10.38,3.67
2.572,11.76,3.63
2.573,11.51,3.59
2.574,11.1,3.56
2.575,10.93,3.52
2.576,9.39,3.5
2.577,6.84,3.47
2.578,4.6,3.46
2.579,3.37,3.45
2.58,2.65,3.44
2.581,2.15,3.43
2.582,1.83,3.43
2.583,1.62,3.42
2.584,1.47,3.42
2.585,1.36,3.41
2.586,1.31,3.41
2.587,1.3,3.41
2.588,1.33,3.4
2.589,1.4,3.4
2.59,1.49,3.39
2.591,1.67,3.39
2.592,1.92,3.38
2.593,2.34,3.37
2.594,3.21,3.36
2.595,4.64,3.35
2.596,6.44,3.33
2.597,7.45,3.31
2.598,7.51,3.28
2.599,7.91,3.26
2.6,8.07,3.23
2.601,7.33,3.21
2.602,6.98,3.19
2.603,7.95,3.16
2.604,8.97,3.14
2.605,8.81,3.11
2.606,8.45,3.08
2.607,8.4,3.06
2.608,7.3,3.03
2.609,5.14,3.02
2.61,3.4,3.01
2.611,2.44,3.0
2.612,1.86,2.99
2.613,1.46,2.99
2.614,1.21,2.99
2.615,1.02,2.98
2.616,0.86,2.98
2.617,0.75,2.98
2.618,0.67,2.97
2.619,0.6,2.97
2.62,0.55,2.97
2.621,0.51,2.97
2.622,0.48,2.97
2.623,0.46,2.97
2.624,0.45,2.97
2.625,0.44,2.96
2.626,0.43,2.96
2.627,0.42,2.96
2.628,0.42,2.96
2.629,0.42,2.96
2.63,0.42,2.96
2.631,0.42,2.96
2.632,0.42,2.95
2.633,0.42,2.95
2.634,0.43,2.95
2.635,0.43,2.95
2.636,0.44,2.95
2.637,0.45,2.95
2.638,0.47,2.95
2.639,0.48,2.95
2.64,0.5,2.94
2.641,0.51,2.94
2.642,0.53,2.94
2.643,0.56,2.94
2.644,0.59,2.94
2.645,0.62,2.93
2.646,0.67,2.93
2.647,0.74,2.93
2.648,0.81,2.93
2.649,0.91,2.93
2.65,1.07,2.92
2.651,1.29,2.92
2.652,1.64,2.91
2.653,2.18,2.91
2.654,2.69,2.9
2.655,3.1,2.89
2.656,3.31,2.88
2.657,3.27,2.87
2.658,3.1,2.86
2.659,2.97,2.85
2.66,3.11,2.84
2.661,3.56,2.83
2.662,4.23,2.81
2.663,4.75,2.8
2.664,4.97,2.78
2.665,4.78,2.77
2.666,4.3,2.76
2.667,3.71,2.74
2.668,3.22,2.73
2.669,3.06,2.72
2.67,3.16,2.71
2.671,3.37,2.7
2.672,3.54,2.69
2.673,3.62,2.68
2.674,3.68,2.67
2.675,3.78,2.66
2.676,3.92,2.65
2.677,4.06,2.63
2.678,4.18,2.62
2.679,4.28,2.61
2.68,4.44,2.59
2.681,4.79,2.58
2.682,5.26,2.56
2.683,5.78,2.54
2.684,6.23,2.52
2.685,6.4,2.5
2.686,6.36,2.48
2.687,6.23,2.47
2.688,6.12,2.45
2.689,6.09,2.43
2.69,6.11,2.41
2.691,6.08,2.39
2.692,5.89,2.37
2.693,5.43,2.35
2.694,4.87,2.34
2.695,4.34,2.33
2.696,3.89,2.31
2.697,3.64,2.3
2.698,3.49,2.29
2.699,3.35,2.28
2.7,3.23,2.27
2.701,3.15,2.26
2.702,3.12,2.25
2.703,3.1,2.24
2.704,3.04,2.23
2.705,2.89,2.22
2.706,2.63,2.21
2.707,2.42,2.21
2.708,2.39,2.2
2.709,2.62,2.19
2.71,3.0,2.18
2.711,3.36,2.17
2.712,3.56,2.16
2.713,3.47,2.15
2.714,3.13,2.14
2.715,2.61,2.13
2.716,2.18,2.12
2.717,1.94,2.12
2.718,1.88,2.11
2.719,1.93,2.11
2.72,1.93,2.1
2.721,1.83,2.1
2.722,1.61,2.09
2.723,1.31,2.09
2.724,0.98,2.08
2.725,0.75,2.08
2.726,0.6,2.08
2.727,0.49,2.08
2.728,0.43,2.08
2.729,0.38,2.07
2.73,0.33,2.07
2.731,0.3,2.07
2.732,0.27,2.07
2.733,0.25,2.07
2.734,0.23,2.07
2.735,0.22,2.07
2.736,0.21,2.07
2.737,0.21,2.07
2.738,0.2,2.07
2.739,0.2,2.07
2.74,0.18,2.07
2.741,0.17,2.07
2.742,0.16,2.07
2.743,0.16,2.07
2.744,0.15,2.06
2.745,0.14,2.06
2.746,0.14,2.06
2.747,0.13,2.06
2.748,0.13,2.06
2.749,0.12,2.06
2.75,0.12,2.06
2.751,0.11,2.06
2.752,0.11,2.06
2.753,0.1,2.06
2.754,0.1,2.06
2.755,0.09,2.06
2.756,0.1,2.06
2.757,0.1,2.06
2.758,0.09,2.06
2.759,0.09,2.06
2.76,0.08,2.06
2.761,0.08,2.06
2.762,0.07,2.06
2.763,0.07,2.06
2.764,0.07,2.06
2.765,0.07,2.06
2.766,0.07,2.06
2.767,0.07,2.06
2.768,0.07,2.06
2.769,0.07,2.06
2.77,0.07,2.06
2.771,0.07,2.06
2.772,0.07,2.06
2.773,0.07,2.06
2.774,0.07,2.06
2.775,0.07,2.06
2.776,0.08,2.06
2.777,0.08,2.06
2.778,0.09,2.06
2.779,0.09,2.05
2.78,0.09,2.05
2.781,0.09,2.05
2.782,0.09,2.05
2.783,0.08,2.05
2.784,0.08,2.05
2.785,0.08,2.05
2.786,0.08,2.05
2.787,0.09,2.05
2.788,0.09,2.05
2.789,0.09,2.05
2.79,0.1,2.05
2.791,0.09,2.05
2.792,0.09,2.05
2.793,0.09,2.05
2.794,0.09,2.05
2.795,0.08,2.05
2.796,0.08,2.05
2.797,0.09,2.05
2.798,0.09,2.05
2.799,0.09,2.05
2.8,0.09,2.05
2.801,0.09,2.05
2.802,0.09,2.05
2.803,0.09,2.05
2.804,0.08,2.05
2.805,0.08,2.05
2.806,0.08,2.05
2.807,0.09,2.05
2.808,0.09,2.05
2.809,0.09,2.05
2.81,0.09,2.05
2.811,0.09,2.05
2.812,0.09,2.05
2.813,0.09,2.05
2.814,0.09,2.05
2.815,0.09,2.04
2.816,0.09,2.04
2.817,0.09,2.04
2.818,0.09,2.04
2.819,0.09,2.04
2.82,0.08,2.04
2.821,0.07,2.04
2.822,0.07,2.04
2.823,0.07,2.04
2.824,0.07,2.04
2.825,0.07,2.04
2.826,0.06,2.04
2.827,0.06,2.04
2.828,0.06,2.04
2.829,0.06,2.04
2.83,0.06,2.04
2.831,0.06,2.04
2.832,0.06,2.04
2.833,0.06,2.04
2.834,0.06,2.04
2.835,0.06,2.04
2.836,0.07,2.04
2.837,0.07,2.04
2.838,0.07,2.04
2.839,0.07,2.04
2.84,0.06,2.04
2.841,0.06,2.04
2.842,0.06,2.04
2.843,0.06,2.04
2.844,0.06,2.04
2.845,0.06,2.04
2.846,0.05,2.04
2.847,0.05,2.04
2.848,0.05,2.04
2.849,0.05,2.04
2.85,0.04,2.04
2.851,0.04,2.04
2.852,0.04,2.04
2.853,0.04,2.04
2.854,0.04,2.04
2.855,0.04,2.04
2.856,0.04,2.04
2.857,0.04,2.04
2.858,0.04,2.04
2.859,0.04,2.04
2.86,0.04,2.04
2.861,0.04,2.04
2.862,0.04,2.04
2.863,0.03,2.04
2.864,0.04,2.04
2.865,0.04,2.04
2.866,0.04,2.04
2.867,0.03,2.04
2.868,0.03,2.04
2.869,0.03,2.04
2.87,0.03,2.04
2.871,0.03,2.04
2.872,0.03,2.04
2.873,0.03,2.04
2.874,0.03,2.04
2.875,0.04,2.04
2.876,0.04,2.03
2.877,0.03,2.03
2.878,0.03,2.03
2.879,0.03,2.03
2.88,0.03,2.03
2.881,0.03,2.03
2.882,0.03,2.03
2.883,0.03,2.03
2.884,0.03,2.03
2.885,0.03,2.03
2.886,0.03,2.03
2.887,0.03,2.03
2.888,0.03,2.03
2.889,0.03,2.03
2.89,0.03,2.03
2.891,0.03,2.03
2.892,0.03,2.03
2.893,0.03,2.03
2.894,0.03,2.03
2.895,0.03,2.03
2.896,0.03,2.03
2.897,0.03,2.03
2.898,0.03,2.03
2.899,0.03,2.03
2.9,0.03,2.03
2.901,0.03,2.03
2.902,0.03,2.03
2.903,0.03,2.03
2.904,0.04,2.03
2.905,0.03,2.03
2.906,0.03,2.03
2.907,0.04,2.03
2.908,0.03,2.03
2.909,0.03,2.03
2.91,0.03,2.03
2.911,0.03,2.03
2.912,0.03,2.03
2.913,0.03,2.03
2.914,0.03,2.03
2.915,0.03,2.03
2.916,0.02,2.03
2.917,0.02,2.03
2.918,0.02,2.03
2.919,0.02,2.03
2.92,0.03,2.03
2.921,0.03,2.03
2.922,0.03,2.03
2.923,0.03,2.03
2.924,0.03,2.03
2.925,0.03,2.03
2.926,0.03,2.03
2.927,0.03,2.03
2.928,0.03,2.03
2.929,0.03,2.03
2.93,0.03,2.03
2.931,0.03,2.03
2.932,0.03,2.03
2.933,0.04,2.03
2.934,0.04,2.03
2.935,0.04,2.03
2.936,0.03,2.03
2.937,0.03,2.03
2.938,0.03,2.03
2.939,0.03,2.03
2.94,0.03,2.03
2.941,0.03,2.03
2.942,0.03,2.03
2.943,0.03,2.03
2.944,0.03,2.03
2.945,0.03,2.03
2.946,0.02,2.03
2.947,0.02,2.03
2.948,0.02,2.03
2.949,0.02,2.03
2.95,0.03,2.03
2.951,0.03,2.03
2.952,0.03,2.03
2.953,0.03,2.03
2.954,0.04,2.03
2.955,0.04,2.03
2.956,0.04,2.03
2.957,0.04,2.03
2.958,0.04,2.03
2.959,0.04,2.03
2.96,0.04,2.03
2.961,0.04,2.03
2.962,0.04,2.03
2.963,0.04,2.03
2.964,0.04,2.03
2.965,0.04,2.03
2.966,0.04,2.03
2.967,0.04,2.03
2.968,0.04,2.03
2.969,0.04,2.03
2.97,0.04,2.03
2.971,0.04,2.03
2.972,0.04,2.03
2.973,0.04,2.03
2.974,0.04,2.03
2.975,0.03,2.03
2.976,0.03,2.03
2.977,0.03,2.02
2.978,0.03,2.02
2.979,0.03,2.02
2.98,0.03,2.02
2.981,0.03,2.02
2.982,0.03,2.02
2.983,0.03,2.02
2.984,0.03,2.02
2.985,0.04,2.02
2.986,0.03,2.02
2.987,0.03,2.02
2.988,0.03,2.02
2.989,0.03,2.02
2.99,0.03,2.02
2.991,0.04,2.02
2.992,0.04,2.02
2.993,0.04,2.02
2.994,0.04,2.02
2.995,0.04,2.02
2.996,0.04,2.02
2.997,0.04,2.02
2.998,0.04,2.02
2.999,0.04,2.02
3.0,0.05,2.02
3.001,0.05,2.02
3.002,0.05,2.02
3.003,0.05,2.02
3.004,0.05,2.02
3.005,0.05,2.02
3.006,0.05,2.02
3.007,0.05,2.02
3.008,0.04,2.02
3.009,0.04,2.02
3.01,0.03,2.02
3.011,0.03,2.02
3.012,0.03,2.02
3.013,0.03,2.02
3.014,0.03,2.02
3.015,0.03,2.02
3.016,0.03,2.02
3.017,0.04,2.02
3.018,0.03,2.02
3.019,0.03,2.02
3.02,0.03,2.02
3.021,0.03,2.02
3.022,0.03,2.02
3.023,0.03,2.02
3.024,0.03,2.02
3.025,0.03,2.02
3.026,0.04,2.02
3.027,0.04,2.02
3.028,0.04,2.02
3.029,0.05,2.02
3.03,0.05,2.02
3.031,0.05,2.02
3.032,0.04,2.02
3.033,0.04,2.02
3.034,0.04,2.02
3.035,0.04,2.02
3.036,0.03,2.02
3.037,0.03,2.02
3.038,0.03,2.02
3.039,0.03,2.02
3.04,0.04,2.02
3.041,0.04,2.02
3.042,0.04,2.02
3.043,0.03,2.02
3.044,0.03,2.02
3.045,0.03,2.02
3.046,0.03,2.02
3.047,0.03,2.02
3.048,0.03,2.02
3.049,0.03,2.02
3.05,0.03,2.02
3.051,0.03,2.02
3.052,0.02,2.02
3.053,0.02,2.02
3.054,0.02,2.02
3.055,0.02,2.02
3.056,0.02,2.02
3.057,0.02,2.02
3.058,0.02,2.02
3.059,0.02,2.02
3.06,0.02,2.02
3.061,0.02,2.02
3.062,0.03,2.02
3.063,0.03,2.02
3.064,0.03,2.02
3.065,0.03,2.02
3.066,0.03,2.02
3.067,0.03,2.02
3.068,0.03,2.02
3.069,0.03,2.02
3.07,0.02,2.02
3.071,0.02,2.02
3.072,0.02,2.02
3.073,0.02,2.01
3.074,0.02,2.01
3.075,0.02,2.01
3.219,0.02,2.01
3.22,0.02,2.01
3.447,0.02,2.01
3.448,0.02,2.01
4.002,-0.02,2.01
4.003,-0.02,2.01
4.004,-0.02,2.01
4.005,-0.02,2.01
4.006,-0.02,2.01
4.007,-0.02,2.01
4.008,-0.02,2.02
4.009,-0.02,2.02
4.01,-0.02,2.02
4.011,-0.02,2.02
4.012,-0.02,2.02
4.013,-0.02,2.02
4.014,-0.02,2.02
4.015,-0.02,2.02
4.016,-0.02,2.02
4.017,-0.02,2.02
4.053,-0.02,2.02
4.054,-0.02,2.02
4.055,-0.02,2.02
4.056,-0.02,2.02
4.057,-0.02,2.02
4.058,-0.02,2.02
4.059,-0.02,2.02
4.06,-0.02,2.02
4.061,-0.02,2.02
4.062,-0.02,2.02
4.063,-0.02,2.02
4.064,-0.02,2.02
4.065,-0.02,2.02
4.066,-0.02,2.02
4.079,-0.02,2.02
4.083,-0.02,2.02
4.269,-0.02,2.02
4.27,-0.02,2.02
4.338,-0.02,2.02
4.373,-0.02,2.02
4.381,-0.02,2.02
4.382,-0.02,2.02
4.383,-0.02,2.02
4.384,-0.02,2.02
4.385,-0.02,2.02
4.386,-0.02,2.02
4.387,-0.02,2.02
4.388,-0.02,2.02
4.389,-0.02,2.02
4.39,-0.02,2.02
4.391,-0.02,2.02
4.392,-0.02,2.02
4.393,-0.02,2.02
4.394,-0.02,2.02
4.395,-0.02,2.02
4.396,-0.02,2.02
4.401,-0.02,2.02
4.404,-0.02,2.02
4.405,-0.02,2.02
4.406,-0.02,2.02
4.407,-0.02,2.02
4.408,-0.02,2.02
4.411,-0.02,2.02
4.412,-0.02,2.02
4.413,-0.02,2.02
4.414,-0.02,2.02
4.415,-0.02,2.02
4.426,-0.02,2.02
4.427,-0.02,2.02
4.428,-0.02,2.02
4.429,-0.02,2.02
4.457,-0.02,2.02
4.458,-0.02,2.02
4.459,-0.02,2.02
4.46,-0.02,2.02
4.461,-0.02,2.02
4.462,-0.02,2.02
4.509,-0.02,2.02
4.51,-0.02,2.02
4.561,-0.02,2.02
4.562,-0.02,2.02
4.563,-0.02,2.02
4.572,-0.02,2.02
4.573,-0.02,2.02
4.598,0.02,2.02
4.599,0.02,2.02
4.6,0.02,2.02
4.601,0.03,2.02
4.602,0.03,2.02
4.603,0.02,2.02
4.604,0.02,2.02
4.653,-0.02,2.02
4.654,-0.02,2.02
4.655,-0.02,2.02
4.656,-0.02,2.02
4.657,-0.02,2.02
4.658,-0.03,2.02
4.659,-0.03,2.02
4.66,-0.03,2.02
4.661,-0.02,2.02
4.662,-0.03,2.02
4.663,-0.03,2.02
4.664,-0.02,2.02
4.665,-0.02,2.02
4.666,-0.02,2.02
4.667,-0.02,2.02
4.668,-0.03,2.02
4.669,-0.03,2.02
4.67,-0.03,2.02
