Wavenumber (cm-1),Transmittance (%)
3062.307339,45.19027022
3062.307339,44.56668229
3062.307339,43.94309436
3062.307339,43.31950643
3062.307339,42.6959185
3062.307339,42.07233057
3062.307339,41.44874264
3062.307339,40.82515472
3062.307339,40.20156679
3062.307339,39.57797886
3062.307339,38.95439093
3057.254823,62.33853439
3057.254823,61.71494646
3057.254823,61.09135853
3057.254823,60.4677706
3057.254823,59.84418267
3057.254823,59.22059474
3057.254823,58.59700681
3057.254823,57.97341888
3057.254823,57.34983095
3057.254823,56.72624303
3057.254823,56.1026551
3057.254823,55.47906717
3057.254823,54.85547924
3057.254823,54.23189131
3057.254823,53.60830338
3057.254823,53.14061243
3052.202307,68.5740098
3052.202307,67.95042187
3052.202307,67.32683394
3052.202307,66.70324601
3052.202307,66.07965808
3052.202307,65.45607015
3052.202307,64.83248222
3052.202307,64.20889429
3052.202307,63.58530637
3052.202307,62.96171844
3044.623532,71.84724061
3047.149791,71.06795763
3047.149791,70.44436971
3047.149791,69.82078178
3047.149791,69.19719385
3042.097274,73.87369944
3042.097274,73.25011151
3042.097274,72.62652358
3037.044758,76.36764727
3037.044758,75.74405934
3037.044758,75.12047142
3037.044758,74.49688349
3029.465984,78.93934166
3031.992242,78.23800718
3031.992242,77.61441925
3031.992242,76.99083132
3024.413468,80.80970157
3026.939726,80.10836709
3026.939726,79.48477916
3019.360952,82.13442204
3021.88721,81.35513907
3009.255919,82.36745976
3001.677145,81.97711149
2999.150887,81.19742464
2996.624629,80.41773779
2994.098371,79.87189641
2988.203768,79.1698888
2989.045854,78.3904712
2989.045854,77.76688327
2989.045854,77.14329534
2989.045854,76.51970741
2981.46708,82.5990839
2981.46708,81.97549597
2981.46708,81.35190805
2981.46708,80.72832012
2981.46708,80.10473219
2981.46708,79.63704124
2973.888306,84.54719036
2976.414564,83.84585588
2976.414564,83.22226795
2968.83579,85.79396234
2971.362048,85.09262786
2966.309532,86.33939984
2958.730757,87.4300729
2961.257015,86.80668691
2948.625725,88.05285307
2938.520693,88.59768475
2928.41566,88.90867096
2918.310628,88.9858117
2908.205595,88.98500394
2898.100563,88.75035071
2887.995531,88.90543994
2877.890498,88.98258067
2867.785466,89.21561839
2857.680434,89.29275912
2847.575401,89.29195137
2837.470369,89.29114361
2827.365337,89.52418133
2817.260304,89.67927055
2807.155272,89.99025676
2797.050239,90.45713995
2786.945207,90.76812616
2776.840175,90.84526689
2766.735142,91.07830461
2756.63011,91.23339384
2746.525078,91.46643155
2736.420045,91.69946927
2726.315013,91.8545585
2716.20998,92.08759621
2706.104948,92.16473695
2695.999916,92.39777467
2685.894883,92.63081238
2675.789851,92.94179859
2665.684819,93.33073329
2655.579786,93.56377101
2645.474754,93.56296325
2635.369721,93.32831002
2625.264689,93.32750226
2615.159657,93.404643
2605.054624,93.63768072
2594.949592,93.63687296
2584.84456,93.6360652
2574.739527,93.63525745
2564.634495,93.63444969
2554.529462,93.63364193
2544.42443,93.63283418
2534.319398,93.70997491
2524.214365,93.94301263
2514.109333,93.94220487
2504.004301,93.86344863
2493.899268,93.39494992
2483.794236,93.00439971
2473.689203,92.69179799
2463.584171,93.0027842
2453.479139,93.23582192
2443.374106,93.54680812
2433.269074,93.85779433
2423.164042,93.93493507
2413.059009,93.93412731
2402.953977,93.77742257
2392.848945,93.62071783
2382.743912,93.69785857
2372.63888,93.93089628
2362.533847,93.93008853
2352.428815,93.85133228
2342.323783,93.30488509
2332.21875,92.6804894
2324.639976,92.21219264
2324.639976,91.58860471
2322.113718,91.04276333
2319.58746,90.34102497
2317.061202,89.79518359
2314.534944,89.09344524
2312.008686,88.54760386
2309.482427,87.8458655
2306.956169,87.30002412
2304.429911,86.59828576
2304.429911,86.13059482
2299.377395,85.66249999
2291.798621,85.27215172
2289.272363,85.9734862
2284.219847,87.53205214
2284.219847,86.90846422
2284.219847,86.44077327
2276.641072,89.86990106
2279.16733,89.09061809
2279.16733,88.46703016
2279.16733,87.99933921
2274.114814,90.64918403
2266.53604,91.97370256
2269.062298,91.27236808
2261.483524,92.59688661
2256.431008,93.29801916
2246.325975,93.92079933
2236.220943,94.30973403
2226.11591,94.62072024
2216.010878,94.85375795
2205.905846,94.8529502
2195.800813,94.85214244
2185.695781,94.85133468
2175.590749,95.0843724
2165.485716,95.08356464
2155.380684,94.84891142
2145.275651,94.53630969
2135.170619,94.14575948
2125.065587,93.67726078
2114.960554,93.36465906
2104.855522,92.97410885
2097.276748,92.50581208
2094.75049,91.95997071
2089.697973,91.3359789
2084.645457,90.71198709
2082.119199,90.01024873
2079.592941,89.23056188
2077.066683,88.45087503
2077.066683,87.8272871
2077.066683,87.20369917
2077.066683,86.58011124
2074.540425,86.03426987
2072.014167,85.33253151
2072.014167,84.70894358
2072.014167,84.08535565
2069.487909,83.3056688
2069.487909,82.68208087
2059.382876,85.17562483
2061.909134,84.39634186
2061.909134,83.77275393
2054.33036,86.11060285
2046.751586,85.95410005
2044.225328,85.1744132
2041.69907,84.39472635
2041.69907,83.77113842
2041.69907,83.14755049
2041.69907,82.52396256
2039.172812,81.97812118
2036.646553,81.27638282
2036.646553,80.65279489
2036.646553,80.02920697
2036.646553,79.40561904
2036.646553,78.78203111
2036.646553,78.15844318
2036.646553,77.69075223
2031.594037,77.22265741
2031.594037,76.59906948
2031.594037,75.97548155
2031.594037,75.35189362
2031.594037,74.72830569
2031.594037,74.10471776
2031.594037,73.48112983
2031.594037,72.8575419
2023.173177,72.23328085
2026.541521,71.60996217
2021.489005,75.66287983
2021.489005,75.0392919
2021.489005,74.41570397
2021.489005,73.79211604
2021.489005,73.16852811
2016.436489,80.65117938
2016.436489,80.02759145
2016.436489,79.40400352
2016.436489,78.78041559
2016.436489,78.15682767
2016.436489,77.53323974
