Chemical Shift (ppm),Intensity,Integral
0.941,0.02,17.55
0.942,0.02,17.55
0.943,0.02,17.55
0.944,0.02,17.55
0.945,0.02,17.55
0.946,0.02,17.55
0.947,0.02,17.55
0.948,0.02,17.55
0.949,0.02,17.55
0.95,0.02,17.55
0.951,0.02,17.55
0.952,0.02,17.55
0.953,0.02,17.55
0.954,0.02,17.55
0.955,0.02,17.55
0.956,0.02,17.55
0.958,0.02,17.55
0.959,0.02,17.55
0.96,0.02,17.55
0.961,0.02,17.55
0.962,0.02,17.55
0.963,0.02,17.55
0.964,0.02,17.55
0.965,0.02,17.55
0.966,0.02,17.55
0.967,0.02,17.55
0.968,0.02,17.55
0.969,0.02,17.55
0.97,0.02,17.55
0.971,0.02,17.55
0.972,0.02,17.55
0.973,0.02,17.55
0.974,0.02,17.55
0.975,0.02,17.55
0.976,0.02,17.55
0.977,0.02,17.55
0.978,0.02,17.55
0.979,0.02,17.55
0.98,0.02,17.55
0.981,0.02,17.55
0.982,0.02,17.55
0.983,0.02,17.55
0.984,0.02,17.55
0.985,0.02,17.55
0.986,0.02,17.55
0.987,0.02,17.55
0.988,0.03,17.55
0.989,0.03,17.55
0.99,0.03,17.55
0.991,0.03,17.55
0.992,0.03,17.55
0.993,0.03,17.55
0.994,0.03,17.54
0.995,0.03,17.54
0.996,0.02,17.54
0.997,0.03,17.54
0.998,0.03,17.54
0.999,0.03,17.54
1.0,0.03,17.54
1.001,0.03,17.54
1.002,0.03,17.54
1.003,0.04,17.54
1.004,0.04,17.54
1.005,0.04,17.54
1.006,0.04,17.54
1.007,0.04,17.54
1.008,0.04,17.54
1.009,0.04,17.54
1.01,0.04,17.54
1.011,0.04,17.54
1.012,0.04,17.54
1.013,0.04,17.54
1.014,0.04,17.54
1.015,0.04,17.54
1.016,0.04,17.54
1.017,0.04,17.54
1.018,0.05,17.54
1.019,0.05,17.54
1.02,0.04,17.54
1.021,0.04,17.54
1.022,0.04,17.54
1.023,0.04,17.54
1.024,0.04,17.54
1.025,0.03,17.54
1.026,0.03,17.53
1.027,0.03,17.53
1.028,0.03,17.53
1.029,0.03,17.53
1.03,0.03,17.53
1.031,0.03,17.53
1.032,0.03,17.53
1.033,0.03,17.53
1.034,0.03,17.53
1.035,0.03,17.53
1.036,0.03,17.53
1.037,0.03,17.53
1.038,0.03,17.53
1.039,0.03,17.53
1.04,0.03,17.53
1.041,0.02,17.53
1.042,0.02,17.53
1.043,0.02,17.53
1.044,0.02,17.53
1.045,0.02,17.53
1.046,0.02,17.53
1.047,0.02,17.53
1.048,0.02,17.53
1.049,0.02,17.53
1.05,0.02,17.53
1.051,0.02,17.53
1.052,0.02,17.53
1.053,0.02,17.53
1.054,0.02,17.53
1.055,0.02,17.53
1.056,0.02,17.53
1.057,0.02,17.53
1.058,0.02,17.53
1.059,0.02,17.53
1.06,0.02,17.53
1.061,0.02,17.53
1.062,0.02,17.53
1.063,0.02,17.53
1.064,0.02,17.53
1.065,0.02,17.53
1.066,0.02,17.53
1.067,0.02,17.53
1.068,0.02,17.53
1.069,0.02,17.53
1.07,0.02,17.53
1.071,0.02,17.53
1.072,0.02,17.53
1.073,0.02,17.53
1.074,0.02,17.53
1.075,0.02,17.53
1.076,0.02,17.53
1.077,0.02,17.53
1.078,0.02,17.52
1.079,0.02,17.52
1.08,0.02,17.52
1.081,0.02,17.52
1.082,0.02,17.52
1.083,0.02,17.52
1.084,0.02,17.52
1.085,0.02,17.52
1.086,0.02,17.52
1.087,0.02,17.52
1.088,0.02,17.52
1.089,0.02,17.52
1.09,0.02,17.52
1.091,0.02,17.52
1.092,0.02,17.52
1.094,0.02,17.52
1.095,0.02,17.52
1.096,0.02,17.52
1.097,0.02,17.52
1.098,0.02,17.52
1.099,0.02,17.52
1.103,0.02,17.52
1.113,0.02,17.52
1.114,0.02,17.52
1.115,0.02,17.52
1.116,0.02,17.52
1.122,0.02,17.52
1.123,0.02,17.52
1.125,0.02,17.52
1.128,0.02,17.52
1.129,0.02,17.52
1.13,0.02,17.52
1.131,0.03,17.52
1.132,0.05,17.52
1.133,0.07,17.52
1.134,0.07,17.52
1.135,0.05,17.52
1.136,0.04,17.52
1.137,0.04,17.52
1.138,0.05,17.52
1.139,0.06,17.52
1.14,0.04,17.52
1.141,0.03,17.52
1.142,0.02,17.51
1.143,0.02,17.51
1.144,0.02,17.51
1.145,0.02,17.51
1.146,0.03,17.51
1.147,0.04,17.51
1.148,0.05,17.51
1.149,0.07,17.51
1.15,0.15,17.51
1.151,0.35,17.51
1.152,0.58,17.5
1.153,0.58,17.5
1.154,0.31,17.5
1.155,0.19,17.49
1.156,0.23,17.49
1.157,0.47,17.49
1.158,0.83,17.48
1.159,0.97,17.47
1.16,0.6,17.47
1.161,0.24,17.47
1.162,0.11,17.47
1.163,0.06,17.47
1.164,0.04,17.46
1.165,0.03,17.46
1.166,0.03,17.46
1.167,0.03,17.46
1.168,0.03,17.46
1.169,0.03,17.46
1.17,0.03,17.46
1.171,0.03,17.46
1.172,0.03,17.46
1.173,0.04,17.46
1.174,0.04,17.46
1.175,0.05,17.46
1.176,0.05,17.46
1.177,0.04,17.46
1.178,0.03,17.46
1.179,0.03,17.46
1.18,0.03,17.46
1.181,0.03,17.46
1.182,0.03,17.46
1.183,0.03,17.46
1.184,0.04,17.46
1.185,0.08,17.46
1.186,0.16,17.46
1.187,0.21,17.46
1.188,0.1,17.45
1.189,0.05,17.45
1.19,0.04,17.45
1.191,0.04,17.45
1.192,0.05,17.45
1.193,0.06,17.45
1.194,0.06,17.45
1.195,0.05,17.45
1.196,0.06,17.45
1.197,0.08,17.45
1.198,0.16,17.45
1.199,0.22,17.45
1.2,0.18,17.45
1.201,0.08,17.44
1.202,0.05,17.44
1.203,0.04,17.44
1.204,0.04,17.44
1.205,0.04,17.44
1.206,0.03,17.44
1.207,0.03,17.44
1.208,0.03,17.44
1.209,0.04,17.44
1.21,0.04,17.44
1.211,0.03,17.44
1.212,0.04,17.44
1.213,0.04,17.44
1.214,0.04,17.44
1.215,0.05,17.44
1.216,0.05,17.44
1.217,0.04,17.44
1.218,0.04,17.44
1.219,0.04,17.44
1.22,0.04,17.44
1.221,0.04,17.44
1.222,0.04,17.44
1.223,0.04,17.44
1.224,0.04,17.44
1.225,0.04,17.44
1.226,0.05,17.44
1.227,0.04,17.44
1.228,0.04,17.44
1.229,0.04,17.44
1.23,0.04,17.44
1.231,0.04,17.43
1.232,0.06,17.43
1.233,0.08,17.43
1.234,0.1,17.43
1.235,0.1,17.43
1.236,0.08,17.43
1.237,0.07,17.43
1.238,0.07,17.43
1.239,0.08,17.43
1.24,0.08,17.43
1.241,0.08,17.43
1.242,0.07,17.43
1.243,0.07,17.43
1.244,0.08,17.43
1.245,0.08,17.43
1.246,0.07,17.42
1.247,0.07,17.42
1.248,0.08,17.42
1.249,0.1,17.42
1.25,0.14,17.42
1.251,0.19,17.42
1.252,0.23,17.42
1.253,0.25,17.42
1.254,0.24,17.41
1.255,0.2,17.41
1.256,0.18,17.41
1.257,0.19,17.41
1.258,0.22,17.41
1.259,0.25,17.41
1.26,0.25,17.4
1.261,0.22,17.4
1.262,0.19,17.4
1.263,0.18,17.4
1.264,0.2,17.4
1.265,0.23,17.39
1.266,0.25,17.39
1.267,0.3,17.39
1.268,0.4,17.39
1.269,0.5,17.38
1.27,0.65,17.38
1.271,0.81,17.37
1.272,1.03,17.36
1.273,1.32,17.35
1.274,1.84,17.33
1.275,2.83,17.31
1.276,4.43,17.27
1.277,7.78,17.21
1.278,20.58,17.03
1.279,57.11,16.55
1.28,97.8,15.73
1.281,100.0,14.89
1.282,45.49,14.51
1.283,16.78,14.36
1.284,8.02,14.3
1.285,4.22,14.26
1.286,2.11,14.24
1.287,1.17,14.23
1.288,0.74,14.23
1.289,0.5,14.22
1.29,0.33,14.22
1.291,0.26,14.22
1.292,0.21,14.22
1.293,0.23,14.21
1.294,0.24,14.21
1.295,0.24,14.21
1.296,0.21,14.21
1.297,0.23,14.21
1.298,0.27,14.2
1.299,0.26,14.2
1.3,0.13,14.2
1.301,0.05,14.2
1.302,0.06,14.2
1.303,0.1,14.2
1.304,0.11,14.2
1.305,0.12,14.2
1.306,0.13,14.2
1.307,0.13,14.2
1.308,0.11,14.19
1.309,0.09,14.19
1.31,0.09,14.19
1.311,0.1,14.19
1.312,0.1,14.19
1.313,0.08,14.19
1.314,0.07,14.19
1.315,0.06,14.19
1.316,0.04,14.19
1.317,0.04,14.19
1.318,0.05,14.19
1.319,0.09,14.19
1.32,0.14,14.19
1.321,0.18,14.18
1.322,0.16,14.18
1.323,0.1,14.18
1.324,0.05,14.18
1.325,0.03,14.18
1.326,0.02,14.18
1.327,0.02,14.18
1.328,0.02,14.18
1.329,0.02,14.18
1.33,0.04,14.18
1.331,0.05,14.18
1.332,0.07,14.18
1.333,0.09,14.18
1.334,0.12,14.18
1.335,0.19,14.18
1.336,0.24,14.17
1.337,0.18,14.17
1.338,0.08,14.17
1.339,0.05,14.17
1.34,0.03,14.17
1.341,0.02,14.17
1.342,0.02,14.17
1.343,0.02,14.17
1.344,0.02,14.17
1.345,0.02,14.17
1.346,0.02,14.17
1.35,0.02,14.17
1.351,0.02,14.17
1.352,0.02,14.17
1.353,0.02,14.17
1.354,0.02,14.17
1.356,0.02,14.17
1.357,0.02,14.17
1.358,0.04,14.17
1.359,0.05,14.17
1.36,0.04,14.17
1.361,0.02,14.17
1.369,0.02,14.17
1.37,0.02,14.17
1.379,0.02,14.17
1.395,0.02,14.17
1.396,0.02,14.17
1.397,0.02,14.17
1.398,0.03,14.17
1.399,0.05,14.17
1.4,0.05,14.17
1.401,0.05,14.17
1.402,0.07,14.16
1.403,0.17,14.16
1.404,0.37,14.16
1.405,0.56,14.16
1.406,0.49,14.15
1.407,0.22,14.15
1.408,0.08,14.15
1.409,0.03,14.15
1.41,0.03,14.15
1.411,0.03,14.15
1.412,0.03,14.15
1.413,0.04,14.15
1.414,0.08,14.15
1.415,0.1,14.15
1.416,0.07,14.15
1.417,0.03,14.15
1.418,0.02,14.15
1.419,0.02,14.15
1.42,0.02,14.14
1.421,0.02,14.14
1.422,0.02,14.14
1.424,0.02,14.14
1.425,0.03,14.14
1.426,0.04,14.14
1.427,0.04,14.14
1.428,0.04,14.14
1.429,0.03,14.14
1.43,0.02,14.14
1.431,0.03,14.14
1.432,0.04,14.14
1.433,0.06,14.14
1.434,0.06,14.14
1.435,0.06,14.14
1.436,0.05,14.14
1.437,0.03,14.14
1.438,0.03,14.14
1.439,0.03,14.14
1.44,0.03,14.14
1.441,0.02,14.14
1.442,0.02,14.14
1.443,0.02,14.14
1.444,0.04,14.14
1.445,0.05,14.14
1.446,0.08,14.14
1.447,0.08,14.14
1.448,0.06,14.14
1.449,0.04,14.14
1.45,0.03,14.14
1.451,0.03,14.14
1.452,0.05,14.13
1.453,0.05,14.13
1.454,0.05,14.13
1.455,0.03,14.13
1.456,0.03,14.13
1.457,0.05,14.13
1.458,0.09,14.13
1.459,0.14,14.13
1.46,0.14,14.13
1.461,0.09,14.13
1.462,0.06,14.13
1.463,0.04,14.13
1.464,0.04,14.13
1.465,0.06,14.13
1.466,0.06,14.13
1.467,0.05,14.13
1.468,0.05,14.13
1.469,0.07,14.13
1.47,0.11,14.12
1.471,0.12,14.12
1.472,0.13,14.12
1.473,0.16,14.12
1.474,0.24,14.12
1.475,0.35,14.12
1.476,0.43,14.11
1.477,0.45,14.11
1.478,0.4,14.11
1.479,0.34,14.1
1.48,0.28,14.1
1.481,0.22,14.1
1.482,0.16,14.1
1.483,0.1,14.1
1.484,0.08,14.1
1.485,0.08,14.09
1.486,0.07,14.09
1.487,0.07,14.09
1.488,0.08,14.09
1.489,0.13,14.09
1.49,0.23,14.09
1.491,0.33,14.09
1.492,0.35,14.08
1.493,0.28,14.08
1.494,0.17,14.08
1.495,0.09,14.08
1.496,0.07,14.08
1.497,0.06,14.08
1.498,0.06,14.08
1.499,0.08,14.08
1.5,0.11,14.08
1.501,0.13,14.08
1.502,0.11,14.07
1.503,0.09,14.07
1.504,0.12,14.07
1.505,0.22,14.07
1.506,0.29,14.07
1.507,0.25,14.07
1.508,0.14,14.07
1.509,0.09,14.06
1.51,0.09,14.06
1.511,0.11,14.06
1.512,0.16,14.06
1.513,0.29,14.06
1.514,0.7,14.05
1.515,1.3,14.04
1.516,1.53,14.03
1.517,0.94,14.02
1.518,0.42,14.02
1.519,0.25,14.02
1.52,0.19,14.01
1.521,0.17,14.01
1.522,0.16,14.01
1.523,0.16,14.01
1.524,0.18,14.01
1.525,0.26,14.01
1.526,0.55,14.0
1.527,1.38,13.99
1.528,1.91,13.97
1.529,1.26,13.96
1.53,0.58,13.96
1.531,0.34,13.96
1.532,0.28,13.95
1.533,0.37,13.95
1.534,0.76,13.94
1.535,1.28,13.93
1.536,1.43,13.92
1.537,0.88,13.91
1.538,0.56,13.91
1.539,0.58,13.9
1.54,0.82,13.9
1.541,1.77,13.88
1.542,3.89,13.85
1.543,5.86,13.8
1.544,5.2,13.76
1.545,2.69,13.73
1.546,1.64,13.72
1.547,1.82,13.7
1.548,2.21,13.69
1.549,1.92,13.67
1.55,1.08,13.66
1.551,0.99,13.65
1.552,1.49,13.64
1.553,3.03,13.61
1.554,5.31,13.57
1.555,6.45,13.51
1.556,4.56,13.48
1.557,2.45,13.46
1.558,1.75,13.44
1.559,1.95,13.42
1.56,3.55,13.39
1.561,6.43,13.34
1.562,9.4,13.26
1.563,9.54,13.18
1.564,8.05,13.11
1.565,4.47,13.08
1.566,2.03,13.06
1.567,1.15,13.05
1.568,0.8,13.04
1.569,0.72,13.04
1.57,0.84,13.03
1.571,1.08,13.02
1.572,1.94,13.0
1.573,5.29,12.96
1.574,10.26,12.87
1.575,13.25,12.76
1.576,9.53,12.68
1.577,4.59,12.64
1.578,2.59,12.62
1.579,2.51,12.6
1.58,4.15,12.56
1.581,6.26,12.51
1.582,6.25,12.46
1.583,3.51,12.43
1.584,2.1,12.41
1.585,1.79,12.4
1.586,1.74,12.38
1.587,2.13,12.36
1.588,3.29,12.34
1.589,5.15,12.29
1.59,7.66,12.23
1.591,11.52,12.13
1.592,16.52,11.99
1.593,19.36,11.83
1.594,17.27,11.68
1.595,12.5,11.58
1.596,6.45,11.52
1.597,4.36,11.49
1.598,4.02,11.45
1.599,5.26,11.41
1.6,9.56,11.33
1.601,18.3,11.18
1.602,29.92,10.92
1.603,40.35,10.58
1.604,45.98,10.2
1.605,46.22,9.81
1.606,41.84,9.45
1.607,33.05,9.18
1.608,22.35,8.99
1.609,12.69,8.88
1.61,5.77,8.83
1.611,2.75,8.81
1.612,1.57,8.8
1.613,0.96,8.79
1.614,0.61,8.78
1.615,0.43,8.78
1.616,0.36,8.78
1.617,0.36,8.77
1.618,0.41,8.77
1.619,0.55,8.77
1.62,1.03,8.76
1.621,1.76,8.74
1.622,2.16,8.72
1.623,1.45,8.71
1.624,0.86,8.7
1.625,0.77,8.7
1.626,0.78,8.69
1.627,0.78,8.68
1.628,0.75,8.68
1.629,0.67,8.67
1.63,0.55,8.67
1.631,0.43,8.66
1.632,0.35,8.66
1.633,0.32,8.66
1.634,0.32,8.66
1.635,0.34,8.65
1.636,0.4,8.65
1.637,0.49,8.65
1.638,0.62,8.64
1.639,0.85,8.63
1.64,1.43,8.62
1.641,2.54,8.6
1.642,3.77,8.57
1.643,4.54,8.53
1.644,3.94,8.5
1.645,2.59,8.48
1.646,1.57,8.46
1.647,0.97,8.45
1.648,0.64,8.45
1.649,0.45,8.44
1.65,0.33,8.44
1.651,0.25,8.44
1.652,0.21,8.44
1.653,0.18,8.44
1.654,0.16,8.43
1.655,0.15,8.43
1.656,0.15,8.43
1.657,0.15,8.43
1.658,0.16,8.43
1.659,0.15,8.43
1.66,0.15,8.43
1.661,0.15,8.43
1.662,0.15,8.42
1.663,0.15,8.42
1.664,0.16,8.42
1.665,0.18,8.42
1.666,0.2,8.42
1.667,0.24,8.42
1.668,0.27,8.41
1.669,0.31,8.41
1.67,0.39,8.41
1.671,0.53,8.4
1.672,0.73,8.4
1.673,1.01,8.39
1.674,1.4,8.38
1.675,2.01,8.36
1.676,3.41,8.33
1.677,6.84,8.27
1.678,12.77,8.17
1.679,20.47,7.99
1.68,29.41,7.75
1.681,39.18,7.42
1.682,44.92,7.04
1.683,44.96,6.66
1.684,43.43,6.29
1.685,36.34,5.99
1.686,23.55,5.79
1.687,14.11,5.67
1.688,7.51,5.61
1.689,3.7,5.58
1.69,2.18,5.56
1.691,1.49,5.55
1.692,1.11,5.54
1.693,0.84,5.53
1.694,0.62,5.52
1.695,0.49,5.52
1.696,0.39,5.52
1.697,0.32,5.51
1.698,0.28,5.51
1.699,0.26,5.51
1.7,0.23,5.51
1.701,0.18,5.51
1.702,0.12,5.51
1.703,0.09,5.5
1.704,0.08,5.5
1.705,0.08,5.5
1.706,0.09,5.5
1.707,0.1,5.5
1.708,0.09,5.5
1.709,0.08,5.5
1.71,0.07,5.5
1.711,0.07,5.5
1.712,0.06,5.5
1.713,0.06,5.5
1.714,0.07,5.5
1.715,0.07,5.5
1.716,0.07,5.5
1.717,0.07,5.5
1.718,0.08,5.5
1.719,0.09,5.49
1.72,0.09,5.49
1.721,0.08,5.49
1.722,0.07,5.49
1.723,0.08,5.49
1.724,0.1,5.49
1.725,0.15,5.49
1.726,0.2,5.49
1.727,0.25,5.49
1.728,0.27,5.48
1.729,0.26,5.48
1.73,0.23,5.48
1.731,0.16,5.48
1.732,0.09,5.48
1.733,0.06,5.48
1.734,0.04,5.48
1.735,0.03,5.48
1.736,0.03,5.48
1.737,0.03,5.48
1.738,0.03,5.48
1.739,0.02,5.48
1.74,0.02,5.48
1.741,0.02,5.47
1.742,0.02,5.47
1.743,0.02,5.47
1.744,0.02,5.47
1.745,0.02,5.47
1.746,0.03,5.47
1.747,0.03,5.47
1.748,0.02,5.47
1.749,0.02,5.47
1.75,0.02,5.47
1.751,0.02,5.47
1.752,0.02,5.47
1.753,0.02,5.47
1.76,0.02,5.47
1.761,0.02,5.47
1.762,0.02,5.47
1.763,0.02,5.47
1.764,0.02,5.47
1.765,0.02,5.47
1.782,0.02,5.47
1.797,0.02,5.47
1.798,0.02,5.47
1.799,0.03,5.47
1.8,0.05,5.47
1.801,0.07,5.47
1.802,0.11,5.47
1.803,0.16,5.47
1.804,0.21,5.47
1.805,0.25,5.46
1.806,0.25,5.46
1.807,0.24,5.46
1.808,0.21,5.46
1.809,0.15,5.46
1.81,0.1,5.46
1.811,0.07,5.46
1.812,0.03,5.46
1.813,0.02,5.45
1.814,0.02,5.45
1.816,0.02,5.45
1.817,0.02,5.45
1.818,0.02,5.45
1.819,0.02,5.45
1.833,0.02,5.45
1.845,0.02,5.45
1.846,0.02,5.45
1.847,0.02,5.45
1.848,0.02,5.45
1.857,0.02,5.45
1.858,0.02,5.45
1.859,0.02,5.45
1.86,0.03,5.45
1.861,0.03,5.45
1.862,0.02,5.45
1.863,0.02,5.45
1.864,0.02,5.45
1.87,0.02,5.45
1.871,0.02,5.45
1.872,0.03,5.45
1.873,0.03,5.45
1.874,0.03,5.45
1.875,0.03,5.45
1.876,0.03,5.45
1.877,0.03,5.45
1.878,0.03,5.45
1.879,0.02,5.45
1.88,0.02,5.45
1.881,0.02,5.45
1.882,0.02,5.45
1.883,0.02,5.45
1.884,0.03,5.45
1.885,0.03,5.45
1.886,0.03,5.45
1.887,0.03,5.45
1.888,0.04,5.45
1.889,0.04,5.45
1.89,0.03,5.45
1.891,0.03,5.45
1.892,0.03,5.45
1.893,0.02,5.45
1.894,0.03,5.45
1.895,0.03,5.45
1.896,0.03,5.45
1.897,0.04,5.44
1.898,0.06,5.44
1.899,0.07,5.44
1.9,0.08,5.44
1.901,0.08,5.44
1.902,0.07,5.44
1.903,0.06,5.44
1.904,0.05,5.44
1.905,0.04,5.44
1.906,0.03,5.44
1.907,0.03,5.44
1.908,0.02,5.44
1.909,0.02,5.44
1.91,0.02,5.44
1.911,0.02,5.44
1.912,0.02,5.44
1.913,0.03,5.44
1.914,0.03,5.44
1.915,0.05,5.44
1.916,0.06,5.44
1.917,0.06,5.44
1.918,0.07,5.44
1.919,0.06,5.44
1.92,0.05,5.44
1.921,0.04,5.44
1.922,0.03,5.44
1.923,0.02,5.44
1.924,0.02,5.43
1.925,0.02,5.43
1.926,0.02,5.43
1.927,0.02,5.43
1.928,0.02,5.43
1.929,0.02,5.43
1.93,0.02,5.43
1.931,0.02,5.43
1.932,0.02,5.43
1.933,0.02,5.43
1.934,0.02,5.43
1.935,0.02,5.43
1.936,0.02,5.43
1.937,0.02,5.43
1.94,0.02,5.43
1.941,0.02,5.43
1.942,0.02,5.43
1.943,0.02,5.43
1.944,0.02,5.43
1.945,0.02,5.43
1.946,0.02,5.43
1.947,0.03,5.43
1.948,0.03,5.43
1.949,0.03,5.43
1.95,0.04,5.43
1.951,0.06,5.43
1.952,0.08,5.43
1.953,0.12,5.43
1.954,0.18,5.43
1.955,0.27,5.42
1.956,0.34,5.42
1.957,0.42,5.42
1.958,0.47,5.41
1.959,0.47,5.41
1.96,0.42,5.41
1.961,0.36,5.4
1.962,0.29,5.4
1.963,0.24,5.4
1.964,0.23,5.4
1.965,0.25,5.4
1.966,0.34,5.39
1.967,0.45,5.39
1.968,0.6,5.38
1.969,0.75,5.38
1.97,0.87,5.37
1.971,0.96,5.36
1.972,0.97,5.35
1.973,0.95,5.35
1.974,0.88,5.34
1.975,0.81,5.33
1.976,0.74,5.33
1.977,0.69,5.32
1.978,0.67,5.31
1.979,0.67,5.31
1.98,0.72,5.3
1.981,0.86,5.29
1.982,1.11,5.29
1.983,1.37,5.27
1.984,1.65,5.26
1.985,1.93,5.24
1.986,2.1,5.23
1.987,2.21,5.21
1.988,2.18,5.19
1.989,2.05,5.17
1.99,1.86,5.16
1.991,1.61,5.14
1.992,1.42,5.13
1.993,1.29,5.12
1.994,1.29,5.11
1.995,1.43,5.1
1.996,1.68,5.08
1.997,2.07,5.07
1.998,2.43,5.04
1.999,2.8,5.02
2.0,3.03,5.0
2.001,3.15,4.97
2.002,3.16,4.94
2.003,3.02,4.92
2.004,2.86,4.89
2.005,2.68,4.87
2.006,2.57,4.85
2.007,2.48,4.83
2.008,2.5,4.81
2.009,2.67,4.78
2.01,2.9,4.76
2.011,3.23,4.73
2.012,3.43,4.7
2.013,3.58,4.67
2.014,3.52,4.64
2.015,3.44,4.62
2.016,3.3,4.59
2.017,3.23,4.56
2.018,3.18,4.53
2.019,3.15,4.51
2.02,3.06,4.48
2.021,2.97,4.46
2.022,2.84,4.43
2.023,2.87,4.41
2.024,2.99,4.38
2.025,3.28,4.36
2.026,3.64,4.32
2.027,3.85,4.29
2.028,3.88,4.26
2.029,3.78,4.23
2.03,3.68,4.2
2.031,3.55,4.17
2.032,3.42,4.14
2.033,3.22,4.11
2.034,2.9,4.09
2.035,2.54,4.07
2.036,2.19,4.05
2.037,2.0,4.03
2.038,2.01,4.01
2.039,2.17,3.99
2.04,2.41,3.97
2.041,2.62,3.95
2.042,2.77,3.93
