Chemical Shift (ppm),Intensity,Integral
2.043,2.84,3.91
2.044,2.91,3.88
2.045,3.01,3.86
2.046,3.07,3.83
2.047,3.07,3.8
2.048,2.89,3.78
2.049,2.47,3.76
2.05,1.94,3.74
2.051,1.56,3.73
2.052,1.33,3.72
2.053,1.24,3.71
2.054,1.26,3.7
2.055,1.35,3.69
2.056,1.46,3.67
2.057,1.6,3.66
2.058,1.77,3.64
2.059,1.96,3.63
2.06,2.09,3.61
2.061,2.11,3.59
2.062,1.99,3.58
2.063,1.72,3.56
2.064,1.38,3.55
2.065,1.04,3.54
2.066,0.8,3.53
2.067,0.66,3.53
2.068,0.62,3.52
2.069,0.64,3.52
2.07,0.68,3.51
2.071,0.73,3.51
2.072,0.8,3.5
2.073,0.9,3.49
2.074,0.97,3.48
2.075,1.01,3.48
2.076,0.96,3.47
2.077,0.87,3.46
2.078,0.7,3.45
2.079,0.53,3.45
2.08,0.36,3.45
2.081,0.24,3.44
2.082,0.16,3.44
2.083,0.12,3.44
2.084,0.13,3.44
2.085,0.17,3.44
2.086,0.24,3.44
2.087,0.32,3.43
2.088,0.41,3.43
2.089,0.47,3.43
2.09,0.48,3.42
2.091,0.44,3.42
2.092,0.37,3.42
2.093,0.28,3.41
2.094,0.18,3.41
2.095,0.1,3.41
2.096,0.06,3.41
2.097,0.04,3.41
2.098,0.03,3.41
2.099,0.02,3.41
2.1,0.02,3.41
2.104,0.02,3.41
2.106,0.02,3.41
2.107,0.02,3.41
2.108,0.02,3.41
2.109,0.02,3.41
2.11,0.02,3.41
2.111,0.02,3.41
2.112,0.02,3.41
2.114,0.02,3.41
2.115,0.02,3.41
2.12,0.02,3.41
2.121,0.02,3.41
2.122,0.02,3.41
2.123,0.02,3.41
2.124,0.02,3.41
2.125,0.02,3.41
2.126,0.02,3.41
2.127,0.02,3.41
2.128,0.02,3.41
2.129,0.02,3.41
2.13,0.02,3.41
2.131,0.02,3.41
2.132,0.02,3.41
2.133,0.02,3.41
2.134,0.02,3.41
2.135,0.02,3.41
2.136,0.02,3.41
2.137,0.02,3.41
2.138,0.02,3.41
2.139,0.02,3.41
2.14,0.02,3.41
2.141,0.02,3.41
2.142,0.02,3.4
2.143,0.02,3.4
2.144,0.02,3.4
2.145,0.02,3.4
2.146,0.02,3.4
2.147,0.02,3.4
2.148,0.02,3.4
2.149,0.02,3.4
2.15,0.02,3.4
2.151,0.02,3.4
2.152,0.02,3.4
2.153,0.02,3.4
2.154,0.02,3.4
2.155,0.02,3.4
2.156,0.02,3.4
2.157,0.02,3.4
2.158,0.02,3.4
2.159,0.02,3.4
2.162,0.02,3.4
2.163,0.02,3.4
2.164,0.02,3.4
2.165,0.02,3.4
2.166,0.02,3.4
2.167,0.02,3.4
2.168,0.02,3.4
2.169,0.02,3.4
2.17,0.02,3.4
2.171,0.02,3.4
2.172,0.02,3.4
2.173,0.03,3.4
2.174,0.05,3.4
2.175,0.12,3.4
2.176,0.2,3.4
2.177,0.13,3.4
2.178,0.05,3.4
2.179,0.03,3.4
2.18,0.02,3.39
2.181,0.02,3.39
2.182,0.02,3.39
2.183,0.02,3.39
2.184,0.02,3.39
2.276,0.05,3.39
2.277,0.09,3.39
2.278,0.08,3.39
2.279,0.03,3.39
2.28,0.02,3.39
2.281,0.02,3.39
2.282,0.02,3.39
2.464,0.02,3.39
3.805,0.02,3.39
4.891,0.02,3.39
4.892,0.03,3.39
4.893,0.04,3.39
4.894,0.04,3.39
4.895,0.04,3.39
4.896,0.03,3.39
4.913,0.02,3.39
4.914,0.04,3.39
4.915,0.04,3.39
4.916,0.04,3.39
4.917,0.04,3.39
4.918,0.02,3.39
4.957,0.02,3.39
4.96,0.02,3.39
4.967,0.02,3.39
4.968,0.02,3.39
4.969,0.02,3.39
4.97,0.02,3.39
4.971,0.03,3.39
4.972,0.03,3.39
4.973,0.03,3.39
4.974,0.03,3.39
4.975,0.02,3.39
4.976,0.02,3.39
4.983,0.02,3.39
4.984,0.02,3.39
4.985,0.02,3.39
4.986,0.02,3.38
4.987,0.02,3.38
4.989,0.02,3.38
4.99,0.02,3.38
5.033,0.02,3.38
5.034,0.02,3.38
5.035,0.02,3.38
5.036,0.02,3.38
5.037,0.02,3.38
5.038,0.02,3.38
5.039,0.03,3.38
5.04,0.05,3.38
5.041,0.07,3.38
5.042,0.1,3.38
5.043,0.12,3.38
5.044,0.13,3.38
5.045,0.13,3.38
5.046,0.14,3.38
5.047,0.14,3.38
5.048,0.17,3.37
5.049,0.24,3.37
5.05,0.44,3.37
5.051,1.21,3.36
5.052,3.84,3.33
5.053,6.92,3.27
5.054,8.32,3.2
5.055,7.16,3.14
5.056,8.33,3.07
5.057,5.67,3.02
5.058,1.93,3.0
5.059,0.75,3.0
5.06,0.35,2.99
5.061,0.2,2.99
5.062,0.15,2.99
5.063,0.15,2.99
5.064,0.17,2.99
5.065,0.18,2.99
5.066,0.18,2.99
5.067,0.2,2.98
5.068,0.19,2.98
5.069,0.2,2.98
5.07,0.25,2.98
5.071,0.38,2.98
5.072,0.8,2.97
5.073,2.51,2.95
5.074,5.59,2.9
5.075,8.85,2.83
5.076,8.02,2.76
5.077,7.95,2.69
5.078,8.29,2.62
5.079,3.51,2.59
5.08,1.19,2.58
5.081,0.5,2.58
5.082,0.23,2.58
5.083,0.14,2.57
5.084,0.11,2.57
5.085,0.1,2.57
5.086,0.09,2.57
5.087,0.08,2.57
5.088,0.09,2.57
5.089,0.06,2.57
5.09,0.04,2.57
5.091,0.03,2.57
5.092,0.03,2.57
5.093,0.03,2.57
5.094,0.03,2.57
5.095,0.03,2.57
5.096,0.04,2.57
5.097,0.04,2.57
5.098,0.06,2.57
5.099,0.1,2.57
5.1,0.16,2.56
5.101,0.25,2.56
5.102,0.38,2.56
5.103,0.6,2.55
5.104,0.87,2.55
5.105,1.11,2.54
5.106,1.46,2.53
5.107,1.9,2.51
5.108,2.0,2.49
5.109,2.16,2.47
5.11,2.47,2.45
5.111,2.22,2.44
5.112,2.0,2.42
5.113,1.88,2.4
5.114,1.47,2.39
5.115,1.4,2.38
5.116,1.44,2.37
5.117,1.55,2.35
5.118,1.91,2.34
5.119,2.32,2.32
5.12,2.89,2.29
5.121,3.62,2.26
5.122,4.0,2.23
5.123,4.23,2.19
5.124,4.67,2.15
5.125,4.47,2.12
5.126,3.91,2.08
5.127,3.7,2.05
5.128,3.12,2.03
5.129,2.33,2.01
5.13,1.96,1.99
5.131,1.63,1.98
5.132,1.39,1.96
5.133,1.4,1.95
5.134,1.46,1.94
5.135,1.8,1.93
5.136,2.08,1.91
5.137,2.09,1.89
5.138,2.37,1.87
5.139,2.32,1.85
5.14,1.92,1.83
5.141,1.87,1.82
5.142,1.6,1.81
5.143,1.09,1.8
5.144,0.88,1.79
5.145,0.65,1.78
5.146,0.39,1.78
5.147,0.26,1.78
5.148,0.18,1.78
5.149,0.11,1.78
5.15,0.08,1.77
5.151,0.05,1.77
5.152,0.05,1.77
5.153,0.04,1.77
5.154,0.03,1.77
5.155,0.02,1.77
5.185,0.02,1.77
5.186,0.03,1.77
5.187,0.03,1.77
5.188,0.05,1.77
5.189,0.06,1.77
5.19,0.08,1.77
5.191,0.11,1.77
5.192,0.16,1.77
5.193,0.23,1.77
5.194,0.31,1.76
5.195,0.49,1.76
5.196,1.22,1.75
5.197,3.86,1.72
5.198,7.01,1.66
5.199,8.66,1.59
5.2,7.39,1.52
5.201,8.25,1.45
5.202,5.99,1.4
5.203,1.75,1.39
5.204,0.57,1.38
5.205,0.28,1.38
5.206,0.18,1.38
5.207,0.12,1.38
5.208,0.08,1.38
5.209,0.08,1.38
5.21,0.09,1.38
5.211,0.08,1.38
5.212,0.08,1.38
5.213,0.09,1.37
5.214,0.06,1.37
5.215,0.05,1.37
5.216,0.05,1.37
5.217,0.04,1.37
5.218,0.04,1.37
5.219,0.03,1.37
5.22,0.03,1.37
5.221,0.04,1.37
5.222,0.05,1.37
5.223,0.06,1.37
5.224,0.08,1.37
5.225,0.1,1.37
5.226,0.15,1.37
5.227,0.24,1.37
5.228,0.32,1.36
5.229,0.45,1.36
5.23,0.9,1.35
5.231,2.76,1.33
5.232,6.2,1.28
5.233,9.64,1.2
5.234,8.71,1.12
5.235,8.34,1.05
5.236,8.57,0.98
5.237,3.78,0.95
5.238,1.33,0.94
5.239,0.59,0.93
5.24,0.29,0.93
5.241,0.19,0.93
5.242,0.12,0.93
5.243,0.07,0.93
5.244,0.04,0.93
5.245,0.03,0.93
5.246,0.03,0.92
5.247,0.02,0.92
5.248,0.02,0.92
5.249,0.02,0.92
5.25,0.03,0.92
5.251,0.03,0.92
5.252,0.02,0.92
5.258,0.02,0.92
5.259,0.02,0.92
5.26,0.02,0.92
5.261,0.02,0.92
5.269,0.02,0.92
5.27,0.02,0.92
5.271,0.02,0.92
5.272,0.03,0.92
5.273,0.03,0.92
5.274,0.02,0.92
5.275,0.02,0.92
5.276,0.02,0.92
5.35,0.03,0.92
5.351,0.05,0.92
5.352,0.05,0.92
5.353,0.04,0.92
5.354,0.05,0.92
5.355,0.03,0.92
5.384,0.02,0.92
5.385,0.04,0.92
5.386,0.06,0.92
5.387,0.05,0.92
5.388,0.05,0.92
5.389,0.04,0.92
5.39,0.02,0.92
5.638,0.02,0.92
5.639,0.02,0.92
5.729,0.02,0.92
5.73,0.04,0.92
5.731,0.05,0.92
5.732,0.02,0.92
5.751,0.03,0.92
5.752,0.04,0.92
5.753,0.03,0.91
5.764,0.02,0.91
5.765,0.04,0.91
5.766,0.04,0.91
5.767,0.02,0.91
5.786,0.03,0.91
5.787,0.04,0.91
5.788,0.02,0.91
5.873,0.02,0.91
5.874,0.02,0.91
5.875,0.03,0.91
5.876,0.03,0.91
5.877,0.05,0.91
5.878,0.08,0.91
5.879,0.11,0.91
5.88,0.14,0.91
5.881,0.18,0.91
5.882,0.31,0.9
5.883,0.79,0.9
5.884,3.47,0.87
5.885,7.13,0.81
5.886,6.85,0.75
5.887,2.67,0.73
5.888,0.98,0.72
5.889,0.44,0.72
5.89,0.24,0.71
5.891,0.16,0.71
5.892,0.1,0.71
5.893,0.06,0.71
5.894,0.05,0.71
5.895,0.04,0.71
5.896,0.05,0.71
5.897,0.05,0.71
5.898,0.07,0.71
5.899,0.09,0.71
5.9,0.12,0.71
5.901,0.15,0.71
5.902,0.17,0.71
5.903,0.23,0.7
5.904,0.47,0.7
5.905,1.38,0.69
5.906,4.82,0.65
5.907,7.64,0.58
5.908,4.26,0.55
5.909,1.45,0.53
5.91,0.62,0.53
5.911,0.32,0.53
5.912,0.23,0.53
5.913,0.19,0.52
5.914,0.17,0.52
5.915,0.18,0.52
5.916,0.23,0.52
5.917,0.46,0.51
5.918,1.38,0.5
5.919,4.07,0.47
5.92,6.64,0.41
5.921,6.04,0.36
5.922,2.25,0.34
5.923,0.83,0.34
5.924,0.38,0.33
5.925,0.21,0.33
5.926,0.14,0.33
5.927,0.08,0.33
5.928,0.05,0.33
5.929,0.04,0.33
5.93,0.04,0.33
5.931,0.05,0.33
5.932,0.06,0.33
5.933,0.07,0.33
5.934,0.1,0.33
5.935,0.12,0.32
5.936,0.15,0.32
5.937,0.18,0.32
5.938,0.31,0.32
5.939,0.76,0.31
5.94,2.51,0.29
5.941,5.09,0.25
5.942,6.8,0.19
5.943,3.6,0.16
5.944,1.22,0.15
5.945,0.5,0.15
5.946,0.25,0.14
5.947,0.16,0.14
5.948,0.09,0.14
5.949,0.05,0.14
5.95,0.03,0.14
5.951,0.02,0.14
5.952,0.02,0.14
6.034,0.02,0.14
6.035,0.03,0.14
6.036,0.05,0.14
6.037,0.03,0.14
6.056,0.03,0.14
6.057,0.04,0.14
6.058,0.04,0.14
6.059,0.02,0.14
6.069,0.02,0.14
6.07,0.04,0.14
6.071,0.04,0.14
6.091,0.03,0.14
6.092,0.04,0.14
6.093,0.02,0.14
7.054,0.03,0.14
7.055,0.03,0.14
7.256,0.02,0.14
7.257,0.02,0.14
7.258,0.03,0.14
7.259,0.03,0.14
7.26,0.05,0.14
7.261,0.06,0.14
7.262,0.09,0.13
7.263,0.17,0.13
7.264,0.52,0.13
7.265,2.24,0.11
7.266,4.35,0.07
7.267,5.89,0.02
7.268,1.87,0.01
7.269,0.47,0.0
7.27,0.21,0.0
7.271,0.1,0.0
7.272,0.06,0.0
7.273,0.03,0.0
7.274,0.02,0.0
7.275,0.02,0.0
7.472,0.02,0.0
7.473,0.04,0.0
7.474,0.02,0.0
