Wavenumber (cm-1),Transmittance (%)
1387,62.012
1392,67.916
1397,69.608
1402,69.178
1407,62.902
1412,55.156
1417,57.666
1422,49.75
1427,30.54
1432,23.874
1437,33.56
1442,32.636
1447,24.858
1452,39.242
1457,59.204
1462,70.788
1467,75.538
1472,79.476
1477,80.946
1482,81.026
1487,80.022
1492,78.098
1497,75.762
1502,73.424
1507,71.088
1512,68.346
1517,65.38
1522,62.24
1527,58.082
1532,52.948
1537,48.25
1542,47.204
1547,47.724
1552,50.562
1557,54.06
1562,57.558
1567,60.88
1572,62.316
1577,62.91
1582,64.334
1587,66.69
1592,69.39
1597,73.868
1602,77.24
1607,77.742
1612,77.706
1617,77.18
1622,75.232
1627,68.144
1632,51.96
1637,35.28
1642,28.68
1647,39.348
1652,41.992
1657,27.954
1662,12.682
1667,1.288
1672,0.094
1677,0.264
1682,1.148
1687,11.214
1692,32.918
1697,54.526
1702,65.998
1707,68.15
1712,70.548
1717,74.764
1722,77.116
1727,78.75
1732,80.412
1737,82.434
1742,84.188
1747,85.51
1752,86.726
1757,87.98
1762,88.998
1767,89.466
1772,89.326
1777,88.788
1782,87.898
1787,86.562
1792,85.682
1797,85.708
1802,86.356
1807,88.514
1812,90.45
1817,91.698
1822,92.3
1827,92.506
1832,92.602
1837,92.618
1842,92.444
1847,92.358
1852,92.448
1857,92.75
1862,93.086
1867,93.176
1872,93.188
1877,93.212
1882,93.286
1887,93.342
1892,93.316
1897,93.27
1902,93.12
1907,92.958
1912,93.012
1917,93.176
1922,93.186
1927,92.864
1932,92.442
1937,91.976
1942,91.728
1947,92.026
1952,92.488
1957,93.066
1962,93.414
1967,93.502
1972,93.516
1977,93.524
1982,93.502
1987,93.478
1992,93.452
1997,93.426
2002,93.41
2007,93.404
2012,93.396
2017,93.388
2022,93.38
2027,93.374
2032,93.366
2037,93.356
2042,93.28
2047,93.18
2052,93.08
2057,92.994
2062,92.948
2067,92.982
2072,93.182
2077,93.404
2082,93.584
2087,93.64
2092,93.69
2097,93.73
2102,93.776
2107,93.82
2112,93.862
2117,93.908
2122,93.95
2127,94.02
2132,94.062
2137,94.128
2142,94.196
2147,94.232
2152,94.252
2157,94.272
2162,94.298
2167,94.322
2172,94.348
2177,94.368
2182,94.364
2187,94.23
2192,94.102
2197,93.982
2202,93.862
2207,93.772
2212,93.686
2217,93.59
2222,93.468
2227,93.35
2232,93.396
2237,93.492
2242,93.432
2247,93.312
2252,93.166
2257,93.01
2262,92.854
2267,92.66
2272,92.462
2277,92.274
2282,92.128
2287,92.07
2292,92.02
2297,91.984
2302,92.128
2307,92.302
2312,92.482
2317,92.674
2322,92.866
2327,93.05
2332,93.2
2337,93.32
2342,93.402
2347,93.432
2352,93.466
2357,93.492
2362,93.518
2367,93.512
2372,93.488
2377,93.462
2382,93.438
2387,93.412
2392,93.392
2397,93.376
2402,93.328
2407,93.294
2412,93.262
2417,93.224
2422,93.186
2427,93.14
2432,93.086
2437,93.03
2442,92.98
2447,92.918
2452,92.856
2457,92.812
2462,92.812
2467,92.82
2472,92.812
2477,92.792
2482,92.768
2487,92.754
2492,92.78
2497,92.834
2502,92.89
2507,93.042
2512,93.43
2517,93.602
2522,93.546
2527,93.478
2532,93.412
2537,93.36
2542,93.316
2547,93.27
2552,93.22
2557,93.17
2562,93.126
2567,93.054
2572,92.988
2577,92.918
2582,92.848
2587,92.782
2592,92.72
2597,92.67
2602,92.626
2607,92.592
2612,92.562
2617,92.532
2622,92.508
2627,92.554
2632,92.632
2637,92.714
2642,92.786
2647,92.812
2652,92.806
2657,92.744
2662,92.682
2667,92.614
2672,92.552
2677,92.488
2682,92.418
2687,92.342
2692,92.266
2697,92.182
2702,92.028
2707,91.67
2712,90.9
2717,90.004
2722,89.06
2727,88.584
2732,88.604
2737,88.984
2742,89.934
2747,90.638
2752,90.826
2757,90.872
2762,90.882
2767,90.84
2772,90.462
2777,90.03
2782,89.426
2787,88.658
2792,87.73
2797,86.318
2802,84.566
2807,82.556
2812,80.128
2817,77.092
2822,66.594
2827,64.728
2832,67.504
2837,66.682
2842,60.528
2847,56.444
2852,57.94
2857,59.764
2862,58.8
2867,50.588
2872,41.43
2877,36.61
2882,38.228
2887,41.808
2892,45.118
2897,43.95
2902,37.742
2907,31.5
2912,25.252
2917,23.6
2922,31.83
2927,36.628
2932,38.622
2937,39.832
2942,38.412
2947,37.05
2952,36.25
2957,33.668
2962,30.776
2967,31
2972,40.822
2977,49.632
2982,54.538
2987,59.612
2992,64.688
2997,69.626
3002,71.282
3007,69.772
3012,68.144
3017,68.802
3022,71.532
3027,74.262
3032,76.996
3037,79.728
3042,82.056
3047,82.866
3052,82.316
3057,78.222
3062,73.138
3067,68.66
3072,67.414
3077,65.378
3082,67.08
3087,72.43
3092,77.78
3097,83.018
3102,85.832
3107,87.142
3112,87.942
3117,88.404
3122,88.836
3127,89.172
3132,89.492
3137,89.718
3142,89.898
3147,90.082
3152,90.24
3157,90.322
3162,90.396
3167,90.462
3172,90.536
3177,90.596
3182,90.622
3187,90.634
3192,90.646
3197,90.66
3202,90.648
3207,90.622
3212,90.598
3217,90.572
3222,90.548
3227,90.522
3232,90.476
3237,90.356
3242,90.296
3247,90.16
3252,90.01
3257,89.86
3262,89.71
3267,89.584
3272,89.552
3277,89.63
3282,89.73
3287,89.748
3292,89.566
3297,89.164
3302,88.34
3307,87.59
3312,86.562
3317,85.514
3322,84.75
3327,84.002
3332,83.544
3337,83.69
3342,84.058
3347,85.408
3352,86.886
3357,88.128
3362,88.916
3367,89.352
3372,89.702
3377,89.81
3382,89.866
3387,89.892
3392,89.916
3397,89.932
3402,89.958
3407,89.962
3412,89.938
3417,89.912
3422,89.888
3427,89.864
3432,89.86
3437,89.86
3442,89.86
3447,89.86
3452,89.86
3457,89.842
3462,89.826
3467,89.808
3472,89.788
3477,89.772
3482,89.752
3487,89.734
3492,89.73
3497,89.72
3502,89.72
3507,89.71
3512,89.706
3517,89.708
3522,89.782
3527,89.864
3532,89.948
3537,90.032
3542,90.116
3547,90.228
3552,90.37
3557,90.518
3562,90.66
3567,90.808
3572,90.95
3577,91.06
3582,91.152
3587,91.242
3592,91.286
3597,91.298
3602,91.31
3607,91.318
3612,91.332
3617,91.342
3622,91.328
3627,91.302
3632,91.278
3637,91.422
3642,91.678
3647,91.622
3652,91.504
3657,91.424
3662,91.358
3667,91.162
3672,90.896
3677,90.622
3682,90.356
3687,90.202
3692,90.57
3697,91.01
3702,91.4
3707,91.694
3712,91.898
3717,91.96
3722,92.02
3727,92.076
3732,92.068
3737,92.002
3742,91.928
3747,91.862
3752,91.788
3757,91.722
3762,91.656
3767,91.594
3772,91.532
3777,91.464
3782,91.402
3787,91.34
3792,91.34
3797,91.38
3802,91.43
3807,91.478
3812,91.52
3817,91.57
3822,91.616
3827,91.66
3832,91.71
3837,91.73
3842,91.736
3847,91.69
3852,91.632
3857,91.578
3862,91.526
3867,91.504
3872,91.488
3877,91.474
3882,91.458
3887,91.42
3892,91.38
3897,91.33
3902,91.286
3907,91.238
3912,91.14
3917,90.99
3922,90.84
3927,90.69
3932,90.548
3937,90.5
3942,90.492
3947,90.478
3952,90.494
3957,90.73
3962,90.958
3967,90.98
3972,90.998
3977,91.028
3982,91.062
3987,91.094
3992,91.128
